1,0.44,0.38,0.24,N/A,0.19,0.16,0.19,0.01,0.07,0.31,0.09,0.29,0.24,0.26,0.26,0.19,N/A,0.26,0.26,0.26,0.32,0.41,-0.03,0.11,0.29,0.33,0.23,0.07,N/A,0.14,0.20,0.22,0.29,-0.02,0.42,0.06,0.55,0.28,0.10,0.34,0.08,0.29,0.46,0.39,0.43,0.19,0.23,0.32,0.09,0.23,0.03,-0.02,0.21,0.26
0.44,1,0.52,0.31,N/A,0.36,0.33,0.22,0.20,0.25,0.35,0.20,0.49,0.43,0.23,0.42,0.33,N/A,0.35,0.54,0.49,0.45,0.30,0.16,0.18,0.33,0.34,0.40,0.38,N/A,0.40,0.42,0.30,0.51,0.11,0.56,0.29,0.22,0.42,0.35,0.17,0.32,0.47,0.19,0.56,0.59,0.44,0.48,0.56,0.22,0.25,0.24,0.18,0.40,0.43
0.38,0.52,1,0.46,N/A,0.48,0.29,0.45,0.24,0.32,0.49,0.29,0.73,0.64,0.43,0.67,0.37,N/A,0.68,0.73,0.73,0.34,0.25,0.35,0.34,0.37,0.51,0.35,0.54,N/A,0.39,0.42,0.30,0.76,0.12,0.93,0.19,0.29,0.66,0.36,0.21,0.28,0.52,0.34,0.79,0.87,0.46,0.51,0.62,0.31,0.47,0.22,0.37,0.38,0.67
0.24,0.31,0.46,1,N/A,0.38,0.50,0.14,0.21,0.05,0.39,0.18,0.44,0.50,0.24,0.52,0.28,N/A,0.44,0.47,0.43,0.42,0.39,0.11,0.43,0.20,0.29,0.31,0.18,N/A,0.16,0.13,0.03,0.52,0.03,0.51,0.05,0.29,0.47,0.12,0.12,0.07,0.25,0.14,0.47,0.50,0.50,0.25,0.43,0.16,0.58,0.03,0.11,0.33,0.49
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.19,0.36,0.48,0.38,N/A,1,0.37,0.17,0.15,0.10,0.31,0.19,0.88,0.42,0.24,0.43,0.37,N/A,0.37,0.75,0.47,0.54,0.21,0.15,0.32,0.31,0.42,0.29,0.21,N/A,0.29,0.27,0.13,0.47,0.11,0.46,0.12,0.14,0.41,0.17,0.23,0.09,0.39,0.31,0.48,0.48,0.41,0.38,0.34,0.10,0.36,0.06,0.16,0.21,0.41
0.16,0.33,0.29,0.50,N/A,0.37,1,0.15,0.09,0.14,0.46,0.08,0.38,0.50,0.09,0.51,0.17,N/A,0.28,0.37,0.29,0.25,0.17,0.15,0.32,0.24,0.18,0.23,0.29,N/A,0.23,0.12,0.11,0.48,0.15,0.35,0.08,0.08,0.50,0.08,0.01,0.19,0.31,0.03,0.41,0.36,0.39,0.28,0.30,0.09,0.38,0.17,0.16,0.26,0.50
0.19,0.22,0.45,0.14,N/A,0.17,0.15,1,0.06,0.27,0.25,0.09,0.41,0.34,0.34,0.35,0.13,N/A,0.32,0.35,0.38,-0.01,0.01,0.20,0.19,0.15,0.30,0.10,0.31,N/A,0.11,0.25,0.03,0.37,0.15,0.45,0.03,0.10,0.34,0.08,0.05,0.17,0.45,0.08,0.38,0.42,0.15,0.14,0.35,0.15,0.20,0.21,0.20,0.12,0.34
0.01,0.20,0.24,0.21,N/A,0.15,0.09,0.06,1,0.03,0.19,-0.04,0.18,0.19,0.07,0.19,0.22,N/A,0.26,0.21,0.15,0.13,0.07,0.06,0.10,0.18,0.07,0.23,0.10,N/A,0.01,0.17,0.13,0.19,0.01,0.22,0.09,0.01,0.18,0.08,0.07,0.12,0.04,0.07,0.23,0.19,0.28,0.28,0.12,-0.07,0.07,0.04,0.07,0.18,0.20
0.07,0.25,0.32,0.05,N/A,0.10,0.14,0.27,0.03,1,0.13,0.07,0.28,0.22,0.18,0.22,0.05,N/A,0.22,0.24,0.28,0.11,0.10,0.63,0.02,0.05,0.24,0.07,0.30,N/A,0.12,0.62,0.20,0.25,0.52,0.34,0.21,0.11,0.22,0.29,0.02,0.63,0.49,0.15,0.27,0.29,0.06,0.08,0.25,0.05,0.03,0.78,0.62,0.22,0.23
0.31,0.35,0.49,0.39,N/A,0.31,0.46,0.25,0.19,0.13,1,0.01,0.42,0.51,0.21,0.55,0.25,N/A,0.44,0.37,0.42,0.25,0.12,0.20,0.32,0.47,0.20,0.23,0.26,N/A,0.21,0.14,0.13,0.56,0.17,0.51,0.04,0.07,0.53,0.16,0.02,0.12,0.31,0.15,0.49,0.52,0.40,0.22,0.39,0.16,0.35,-0.00,0.21,0.23,0.52
0.09,0.20,0.29,0.18,N/A,0.19,0.08,0.09,-0.04,0.07,0.01,1,0.22,0.24,0.07,0.26,0.20,N/A,0.11,0.17,0.16,0.31,0.38,-0.06,0.02,0.14,0.23,0.13,0.02,N/A,0.09,0.22,0.14,0.23,0.02,0.27,0.31,0.35,0.24,0.01,0.27,0.08,0.11,0.15,0.22,0.31,0.18,0.24,0.00,0.19,0.14,0.04,-0.06,0.13,0.24
0.29,0.49,0.73,0.44,N/A,0.88,0.38,0.41,0.18,0.28,0.42,0.22,1,0.57,0.38,0.59,0.43,N/A,0.54,0.86,0.68,0.47,0.24,0.30,0.37,0.34,0.52,0.32,0.40,N/A,0.35,0.41,0.17,0.68,0.18,0.73,0.14,0.19,0.57,0.27,0.22,0.23,0.66,0.38,0.70,0.73,0.49,0.46,0.51,0.20,0.44,0.20,0.31,0.30,0.58
0.24,0.43,0.64,0.50,N/A,0.42,0.50,0.34,0.19,0.22,0.51,0.24,0.57,1,0.29,0.98,0.34,N/A,0.57,0.67,0.66,0.34,0.26,0.23,0.47,0.43,0.37,0.35,0.47,N/A,0.29,0.32,0.19,0.94,0.11,0.71,0.28,0.18,0.98,0.21,0.17,0.22,0.39,0.17,0.57,0.69,0.45,0.42,0.52,0.22,0.46,0.09,0.25,0.29,0.98
0.26,0.23,0.43,0.24,N/A,0.24,0.09,0.34,0.07,0.18,0.21,0.07,0.38,0.29,1,0.31,0.20,N/A,0.43,0.36,0.34,0.19,0.21,0.27,0.10,0.03,0.39,0.24,0.22,N/A,0.01,0.30,0.17,0.32,0.00,0.42,0.15,0.20,0.29,0.16,-0.08,0.19,0.31,0.29,0.44,0.42,0.16,0.06,0.39,0.02,0.13,0.03,0.28,0.15,0.27
0.26,0.42,0.67,0.52,N/A,0.43,0.51,0.35,0.19,0.22,0.55,0.26,0.59,0.98,0.31,1,0.31,N/A,0.58,0.66,0.65,0.35,0.26,0.24,0.48,0.38,0.41,0.33,0.48,N/A,0.32,0.35,0.21,0.94,0.11,0.72,0.28,0.17,0.98,0.21,0.17,0.23,0.40,0.24,0.62,0.70,0.45,0.41,0.52,0.24,0.45,0.08,0.25,0.32,0.97
0.19,0.33,0.37,0.28,N/A,0.37,0.17,0.13,0.22,0.05,0.25,0.20,0.43,0.34,0.20,0.31,1,N/A,0.25,0.40,0.36,0.21,0.26,0.01,0.32,0.32,0.23,0.45,0.19,N/A,0.21,0.10,0.04,0.42,0.03,0.40,0.00,0.12,0.33,0.02,0.21,0.12,0.32,0.11,0.49,0.46,0.42,0.37,0.29,0.21,0.23,0.02,0.03,0.14,0.36
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.26,0.35,0.68,0.44,N/A,0.37,0.28,0.32,0.26,0.22,0.44,0.11,0.54,0.57,0.43,0.58,0.25,N/A,1,0.58,0.61,0.41,0.28,0.19,0.32,0.33,0.42,0.33,0.33,N/A,0.23,0.31,0.30,0.65,0.06,0.73,0.23,0.26,0.57,0.28,0.15,0.39,0.36,0.34,0.63,0.67,0.41,0.30,0.57,0.15,0.46,0.11,0.21,0.43,0.59
0.26,0.54,0.73,0.47,N/A,0.75,0.37,0.35,0.21,0.24,0.37,0.17,0.86,0.67,0.36,0.66,0.40,N/A,0.58,1,0.72,0.45,0.20,0.23,0.43,0.42,0.42,0.38,0.45,N/A,0.30,0.39,0.16,0.74,0.19,0.76,0.19,0.17,0.66,0.25,0.17,0.23,0.52,0.32,0.67,0.71,0.52,0.51,0.57,0.22,0.45,0.18,0.24,0.34,0.69
0.26,0.49,0.73,0.43,N/A,0.47,0.29,0.38,0.15,0.28,0.42,0.16,0.68,0.66,0.34,0.65,0.36,N/A,0.61,0.72,1,0.43,0.23,0.22,0.36,0.38,0.35,0.40,0.40,N/A,0.46,0.33,0.27,0.75,0.17,0.80,0.14,0.18,0.64,0.31,0.19,0.14,0.48,0.26,0.70,0.76,0.52,0.47,0.60,0.36,0.38,0.23,0.23,0.38,0.67
0.32,0.45,0.34,0.42,N/A,0.54,0.25,-0.01,0.13,0.11,0.25,0.31,0.47,0.34,0.19,0.35,0.21,N/A,0.41,0.45,0.43,1,0.51,0.14,0.19,0.24,0.33,0.33,0.10,N/A,0.28,0.16,0.30,0.38,0.12,0.41,0.22,0.36,0.32,0.30,0.33,0.08,0.16,0.16,0.41,0.46,0.31,0.30,0.34,0.16,0.26,0.11,0.14,0.34,0.35
0.41,0.30,0.25,0.39,N/A,0.21,0.17,0.01,0.07,0.10,0.12,0.38,0.24,0.26,0.21,0.26,0.26,N/A,0.28,0.20,0.23,0.51,1,0.06,0.07,0.15,0.26,0.26,0.07,N/A,0.18,0.16,0.18,0.27,0.06,0.33,0.12,0.75,0.24,0.06,0.32,0.19,0.22,0.19,0.38,0.47,0.26,0.15,0.13,0.14,0.23,0.07,0.07,0.32,0.25
-0.03,0.16,0.35,0.11,N/A,0.15,0.15,0.20,0.06,0.63,0.20,-0.06,0.30,0.23,0.27,0.24,0.01,N/A,0.19,0.23,0.22,0.14,0.06,1,0.04,-0.01,0.25,0.00,0.54,N/A,0.22,0.32,-0.01,0.26,0.37,0.34,-0.05,-0.01,0.23,0.40,-0.02,0.52,0.35,0.16,0.26,0.30,0.02,-0.04,0.22,0.03,0.03,0.46,1.00,0.13,0.22
0.11,0.18,0.34,0.43,N/A,0.32,0.32,0.19,0.10,0.02,0.32,0.02,0.37,0.47,0.10,0.48,0.32,N/A,0.32,0.43,0.36,0.19,0.07,0.04,1,0.28,0.17,0.23,0.18,N/A,0.23,0.10,0.08,0.46,0.07,0.39,0.04,0.05,0.44,0.02,0.11,0.02,0.24,0.06,0.40,0.39,0.25,0.24,0.27,0.12,0.31,0.03,0.04,0.07,0.47
0.29,0.33,0.37,0.20,N/A,0.31,0.24,0.15,0.18,0.05,0.47,0.14,0.34,0.43,0.03,0.38,0.32,N/A,0.33,0.42,0.38,0.24,0.15,-0.01,0.28,1,0.12,0.41,0.17,N/A,0.07,0.12,0.14,0.42,0.09,0.41,-0.01,0.20,0.45,-0.06,0.21,0.06,0.21,0.14,0.30,0.41,0.35,0.28,0.32,0.14,0.28,0.04,0.01,0.12,0.45
0.33,0.34,0.51,0.29,N/A,0.42,0.18,0.30,0.07,0.24,0.20,0.23,0.52,0.37,0.39,0.41,0.23,N/A,0.42,0.42,0.35,0.33,0.26,0.25,0.17,0.12,1,0.19,0.27,N/A,0.16,0.29,0.13,0.43,-0.01,0.49,0.13,0.34,0.38,0.13,0.33,0.31,0.49,0.47,0.43,0.48,0.24,0.26,0.44,0.21,0.38,0.17,0.25,0.22,0.37
0.23,0.40,0.35,0.31,N/A,0.29,0.23,0.10,0.23,0.07,0.23,0.13,0.32,0.35,0.24,0.33,0.45,N/A,0.33,0.38,0.40,0.33,0.26,0.00,0.23,0.41,0.19,1,0.13,N/A,0.18,0.12,0.25,0.35,0.04,0.37,0.05,0.29,0.32,0.10,0.11,0.08,0.22,0.10,0.49,0.39,0.54,0.29,0.34,0.12,0.23,0.05,0.02,0.29,0.36
0.07,0.38,0.54,0.18,N/A,0.21,0.29,0.31,0.10,0.30,0.26,0.02,0.40,0.47,0.22,0.48,0.19,N/A,0.33,0.45,0.40,0.10,0.07,0.54,0.18,0.17,0.27,0.13,1,N/A,0.35,0.22,0.07,0.51,0.20,0.53,0.07,0.02,0.48,0.21,0.05,0.33,0.24,0.15,0.41,0.48,0.18,0.16,0.44,0.19,0.26,0.17,0.56,0.19,0.46
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.14,0.40,0.39,0.16,N/A,0.29,0.23,0.11,0.01,0.12,0.21,0.09,0.35,0.29,0.01,0.32,0.21,N/A,0.23,0.30,0.46,0.28,0.18,0.22,0.23,0.07,0.16,0.18,0.35,N/A,1,0.21,0.27,0.35,0.11,0.43,0.07,0.09,0.27,0.50,0.12,0.10,0.22,0.07,0.46,0.44,0.25,0.31,0.29,0.13,0.23,0.11,0.22,0.30,0.30
0.20,0.42,0.42,0.13,N/A,0.27,0.12,0.25,0.17,0.62,0.14,0.22,0.41,0.32,0.30,0.35,0.10,N/A,0.31,0.39,0.33,0.16,0.16,0.32,0.10,0.12,0.29,0.12,0.22,N/A,0.21,1,0.23,0.37,0.35,0.42,0.50,0.25,0.30,0.38,-0.01,0.52,0.46,0.21,0.40,0.42,0.19,0.36,0.29,0.03,0.07,0.45,0.33,0.25,0.33
0.22,0.30,0.30,0.03,N/A,0.13,0.11,0.03,0.13,0.20,0.13,0.14,0.17,0.19,0.17,0.21,0.04,N/A,0.30,0.16,0.27,0.30,0.18,-0.01,0.08,0.14,0.13,0.25,0.07,N/A,0.27,0.23,1,0.20,-0.03,0.29,0.32,0.12,0.20,0.33,0.08,0.11,0.10,0.04,0.30,0.30,0.13,0.14,0.24,0.14,0.06,0.17,-0.01,0.34,0.20
0.29,0.51,0.76,0.52,N/A,0.47,0.48,0.37,0.19,0.25,0.56,0.23,0.68,0.94,0.32,0.94,0.42,N/A,0.65,0.74,0.75,0.38,0.27,0.26,0.46,0.42,0.43,0.35,0.51,N/A,0.35,0.37,0.20,1,0.14,0.82,0.27,0.17,0.94,0.27,0.17,0.23,0.51,0.23,0.71,0.79,0.52,0.49,0.60,0.28,0.48,0.15,0.28,0.35,0.95
-0.02,0.11,0.12,0.03,N/A,0.11,0.15,0.15,0.01,0.52,0.17,0.02,0.18,0.11,0.00,0.11,0.03,N/A,0.06,0.19,0.17,0.12,0.06,0.37,0.07,0.09,-0.01,0.04,0.20,N/A,0.11,0.35,-0.03,0.14,1,0.14,-0.05,0.08,0.13,0.07,-0.10,0.38,0.27,0.12,0.17,0.16,0.01,0.04,0.02,0.07,-0.01,0.43,0.37,0.08,0.13
0.42,0.56,0.93,0.51,N/A,0.46,0.35,0.45,0.22,0.34,0.51,0.27,0.73,0.71,0.42,0.72,0.40,N/A,0.73,0.76,0.80,0.41,0.33,0.34,0.39,0.41,0.49,0.37,0.53,N/A,0.43,0.42,0.29,0.82,0.14,1,0.19,0.30,0.71,0.37,0.25,0.32,0.57,0.33,0.85,0.94,0.50,0.54,0.68,0.31,0.51,0.22,0.36,0.41,0.74
0.06,0.29,0.19,0.05,N/A,0.12,0.08,0.03,0.09,0.21,0.04,0.31,0.14,0.28,0.15,0.28,0.00,N/A,0.23,0.19,0.14,0.22,0.12,-0.05,0.04,-0.01,0.13,0.05,0.07,N/A,0.07,0.50,0.32,0.27,-0.05,0.19,1,0.09,0.25,0.33,0.08,0.15,0.12,0.02,0.17,0.18,0.06,0.29,0.19,-0.02,-0.05,0.07,-0.04,0.03,0.26
0.55,0.22,0.29,0.29,N/A,0.14,0.08,0.10,0.01,0.11,0.07,0.35,0.19,0.18,0.20,0.17,0.12,N/A,0.26,0.17,0.18,0.36,0.75,-0.01,0.05,0.20,0.34,0.29,0.02,N/A,0.09,0.25,0.12,0.17,0.08,0.30,0.09,1,0.16,0.03,0.27,0.18,0.18,0.23,0.27,0.38,0.17,0.15,0.09,0.09,0.16,0.04,0.00,0.27,0.17
0.28,0.42,0.66,0.47,N/A,0.41,0.50,0.34,0.18,0.22,0.53,0.24,0.57,0.98,0.29,0.98,0.33,N/A,0.57,0.66,0.64,0.32,0.24,0.23,0.44,0.45,0.38,0.32,0.48,N/A,0.27,0.30,0.20,0.94,0.13,0.71,0.25,0.16,1,0.19,0.19,0.22,0.40,0.24,0.58,0.69,0.42,0.41,0.52,0.23,0.44,0.09,0.25,0.27,0.97
0.10,0.35,0.36,0.12,N/A,0.17,0.08,0.08,0.08,0.29,0.16,0.01,0.27,0.21,0.16,0.21,0.02,N/A,0.28,0.25,0.31,0.30,0.06,0.40,0.02,-0.06,0.13,0.10,0.21,N/A,0.50,0.38,0.33,0.27,0.07,0.37,0.33,0.03,0.19,1,0.05,0.19,0.19,0.01,0.31,0.34,0.12,0.17,0.37,0.07,0.12,0.20,0.40,0.32,0.19
0.34,0.17,0.21,0.12,N/A,0.23,0.01,0.05,0.07,0.02,0.02,0.27,0.22,0.17,-0.08,0.17,0.21,N/A,0.15,0.17,0.19,0.33,0.32,-0.02,0.11,0.21,0.33,0.11,0.05,N/A,0.12,-0.01,0.08,0.17,-0.10,0.25,0.08,0.27,0.19,0.05,1,0.05,0.09,0.34,0.18,0.27,0.11,0.13,0.24,0.19,0.18,0.03,-0.03,0.12,0.17
0.08,0.32,0.28,0.07,N/A,0.09,0.19,0.17,0.12,0.63,0.12,0.08,0.23,0.22,0.19,0.23,0.12,N/A,0.39,0.23,0.14,0.08,0.19,0.52,0.02,0.06,0.31,0.08,0.33,N/A,0.10,0.52,0.11,0.23,0.38,0.32,0.15,0.18,0.22,0.19,0.05,1,0.38,0.26,0.28,0.31,0.08,0.12,0.33,-0.00,0.09,0.46,0.52,0.30,0.22
0.29,0.47,0.52,0.25,N/A,0.39,0.31,0.45,0.04,0.49,0.31,0.11,0.66,0.39,0.31,0.40,0.32,N/A,0.36,0.52,0.48,0.16,0.22,0.35,0.24,0.21,0.49,0.22,0.24,N/A,0.22,0.46,0.10,0.51,0.27,0.57,0.12,0.18,0.40,0.19,0.09,0.38,1,0.28,0.57,0.59,0.34,0.27,0.39,0.25,0.23,0.43,0.36,0.29,0.40
0.46,0.19,0.34,0.14,N/A,0.31,0.03,0.08,0.07,0.15,0.15,0.15,0.38,0.17,0.29,0.24,0.11,N/A,0.34,0.32,0.26,0.16,0.19,0.16,0.06,0.14,0.47,0.10,0.15,N/A,0.07,0.21,0.04,0.23,0.12,0.33,0.02,0.23,0.24,0.01,0.34,0.26,0.28,1,0.30,0.31,0.14,0.08,0.14,0.11,0.15,0.06,0.17,0.15,0.19
