1,0.04,0.60,0.21,0.22,0.17,0.23,0.16,0.51,0.36,0.66,0.14,0.24,0.10,N/A,0.30,-0.04,0.32,-0.02,0.40,-0.00,0.06,N/A,0.14,-0.04,0.18,0.15,0.33,-0.00,0.33,0.20
0.04,1,0.20,0.09,0.02,-0.01,0.28,0.02,-0.01,-0.01,0.06,-0.04,0.14,-0.07,N/A,-0.04,-0.07,0.29,-0.12,0.13,0.00,0.03,N/A,-0.13,0.04,0.18,0.03,-0.03,-0.07,0.02,-0.09
0.60,0.20,1,0.16,0.18,0.12,0.30,0.28,0.33,0.39,0.41,0.31,0.25,0.25,N/A,0.36,-0.04,0.53,0.05,0.62,0.01,0.10,N/A,0.21,-0.00,0.12,0.25,0.39,0.03,0.37,0.25
0.21,0.09,0.16,1,0.12,0.26,-0.07,0.31,0.05,0.08,0.18,0.17,0.32,0.10,N/A,0.10,0.07,0.27,-0.01,0.29,-0.00,0.04,N/A,0.10,0.28,0.27,0.05,0.04,0.04,0.16,0.12
0.22,0.02,0.18,0.12,1,-0.10,0.10,0.12,0.24,0.17,0.19,-0.01,0.04,0.18,N/A,0.25,0.02,0.15,-0.13,0.06,0.08,0.01,N/A,-0.02,0.03,0.17,0.08,0.21,-0.10,0.18,-0.02
0.17,-0.01,0.12,0.26,-0.10,1,-0.10,0.04,0.15,0.15,0.10,0.25,0.55,0.01,N/A,0.05,-0.07,0.28,0.00,0.15,-0.08,0.04,N/A,0.17,0.39,0.14,0.04,0.04,-0.09,0.23,0.06
0.23,0.28,0.30,-0.07,0.10,-0.10,1,0.11,0.23,0.36,0.23,0.11,0.13,0.33,N/A,0.32,0.07,0.39,0.12,0.44,0.11,0.34,N/A,-0.09,-0.04,0.04,0.00,0.28,0.12,0.20,0.25
0.16,0.02,0.28,0.31,0.12,0.04,0.11,1,0.20,0.12,0.16,0.32,0.10,0.36,N/A,0.38,-0.03,0.41,0.05,0.46,0.20,0.01,N/A,0.16,0.17,0.08,0.05,0.04,0.12,0.29,0.29
0.51,-0.01,0.33,0.05,0.24,0.15,0.23,0.20,1,0.18,0.64,0.04,0.17,0.20,N/A,0.47,-0.01,0.27,0.01,0.29,-0.03,0.08,N/A,0.11,-0.20,0.08,0.07,0.41,0.01,0.25,0.29
0.36,-0.01,0.39,0.08,0.17,0.15,0.36,0.12,0.18,1,0.28,0.06,0.18,0.23,N/A,0.28,0.10,0.46,0.12,0.51,0.13,0.11,N/A,0.10,-0.02,0.03,0.24,0.48,0.08,0.28,0.31
0.66,0.06,0.41,0.18,0.19,0.10,0.23,0.16,0.64,0.28,1,0.12,0.22,0.14,N/A,0.37,0.03,0.36,0.04,0.42,-0.01,0.15,N/A,0.09,-0.02,0.28,0.15,0.50,0.12,0.30,0.25
0.14,-0.04,0.31,0.17,-0.01,0.25,0.11,0.32,0.04,0.06,0.12,1,0.30,0.11,N/A,0.08,-0.01,0.25,0.14,0.45,0.26,0.07,N/A,0.07,0.40,0.08,0.18,-0.00,0.26,0.22,0.14
0.24,0.14,0.25,0.32,0.04,0.55,0.13,0.10,0.17,0.18,0.22,0.30,1,0.09,N/A,0.15,-0.11,0.37,0.11,0.35,0.01,0.06,N/A,0.09,0.31,0.40,0.16,0.20,0.05,0.21,-0.10
0.10,-0.07,0.25,0.10,0.18,0.01,0.33,0.36,0.20,0.23,0.14,0.11,0.09,1,N/A,0.51,0.06,0.28,0.27,0.37,-0.01,0.07,N/A,-0.04,-0.06,0.16,0.01,0.05,-0.03,0.13,0.60
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.30,-0.04,0.36,0.10,0.25,0.05,0.32,0.38,0.47,0.28,0.37,0.08,0.15,0.51,N/A,1,0.01,0.38,0.30,0.34,0.05,0.25,N/A,-0.00,-0.09,0.15,0.10,0.28,-0.02,0.37,0.44
-0.04,-0.07,-0.04,0.07,0.02,-0.07,0.07,-0.03,-0.01,0.10,0.03,-0.01,-0.11,0.06,N/A,0.01,1,0.09,0.01,0.09,-0.08,-0.03,N/A,-0.01,-0.02,0.11,0.01,-0.02,0.02,0.04,0.08
0.32,0.29,0.53,0.27,0.15,0.28,0.39,0.41,0.27,0.46,0.36,0.25,0.37,0.28,N/A,0.38,0.09,1,0.11,0.70,0.07,0.13,N/A,0.13,0.18,0.13,0.21,0.38,0.03,0.47,0.21
-0.02,-0.12,0.05,-0.01,-0.13,0.00,0.12,0.05,0.01,0.12,0.04,0.14,0.11,0.27,N/A,0.30,0.01,0.11,1,0.20,0.11,0.10,N/A,0.04,0.02,0.01,0.29,0.09,0.21,0.10,0.26
0.40,0.13,0.62,0.29,0.06,0.15,0.44,0.46,0.29,0.51,0.42,0.45,0.35,0.37,N/A,0.34,0.09,0.70,0.20,1,0.13,0.13,N/A,0.19,0.07,0.21,0.34,0.32,0.22,0.48,0.33
-0.00,0.00,0.01,-0.00,0.08,-0.08,0.11,0.20,-0.03,0.13,-0.01,0.26,0.01,-0.01,N/A,0.05,-0.08,0.07,0.11,0.13,1,0.13,N/A,0.02,0.09,0.01,0.09,0.12,0.26,0.25,-0.00
0.06,0.03,0.10,0.04,0.01,0.04,0.34,0.01,0.08,0.11,0.15,0.07,0.06,0.07,N/A,0.25,-0.03,0.13,0.10,0.13,0.13,1,N/A,-0.05,-0.00,0.13,0.06,0.11,0.03,0.23,0.32
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.14,-0.13,0.21,0.10,-0.02,0.17,-0.09,0.16,0.11,0.10,0.09,0.07,0.09,-0.04,N/A,-0.00,-0.01,0.13,0.04,0.19,0.02,-0.05,N/A,1,-0.01,0.13,0.06,0.12,0.08,0.18,0.04
-0.04,0.04,-0.00,0.28,0.03,0.39,-0.04,0.17,-0.20,-0.02,-0.02,0.40,0.31,-0.06,N/A,-0.09,-0.02,0.18,0.02,0.07,0.09,-0.00,N/A,-0.01,1,0.17,0.05,0.00,0.04,0.05,-0.03
0.18,0.18,0.12,0.27,0.17,0.14,0.04,0.08,0.08,0.03,0.28,0.08,0.40,0.16,N/A,0.15,0.11,0.13,0.01,0.21,0.01,0.13,N/A,0.13,0.17,1,0.15,0.02,0.09,0.11,0.09
0.15,0.03,0.25,0.05,0.08,0.04,0.00,0.05,0.07,0.24,0.15,0.18,0.16,0.01,N/A,0.10,0.01,0.21,0.29,0.34,0.09,0.06,N/A,0.06,0.05,0.15,1,0.08,0.04,0.15,0.09
0.33,-0.03,0.39,0.04,0.21,0.04,0.28,0.04,0.41,0.48,0.50,-0.00,0.20,0.05,N/A,0.28,-0.02,0.38,0.09,0.32,0.12,0.11,N/A,0.12,0.00,0.02,0.08,1,-0.01,0.21,0.10
-0.00,-0.07,0.03,0.04,-0.10,-0.09,0.12,0.12,0.01,0.08,0.12,0.26,0.05,-0.03,N/A,-0.02,0.02,0.03,0.21,0.22,0.26,0.03,N/A,0.08,0.04,0.09,0.04,-0.01,1,-0.00,0.10
0.33,0.02,0.37,0.16,0.18,0.23,0.20,0.29,0.25,0.28,0.30,0.22,0.21,0.13,N/A,0.37,0.04,0.47,0.10,0.48,0.25,0.23,N/A,0.18,0.05,0.11,0.15,0.21,-0.00,1,0.25
