1,N/A,0.17,0.04,0.07,0.32,0.30,N/A,0.01,0.05,N/A,-0.03,0.17,0.25,-0.00,0.04,0.06,0.08,N/A,-0.07,-0.01,0.24,0.15,0.05,-0.10,0.07
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.17,N/A,1,0.21,0.11,0.55,0.48,N/A,0.19,0.39,N/A,0.27,0.20,0.55,0.07,0.16,0.15,0.23,N/A,0.42,0.24,0.15,0.50,0.31,0.16,0.45
0.04,N/A,0.21,1,-0.00,0.38,0.36,N/A,0.16,0.34,N/A,0.32,0.10,0.27,0.13,0.10,0.12,0.10,N/A,0.24,0.19,0.06,0.33,0.14,-0.07,0.25
0.07,N/A,0.11,-0.00,1,0.05,0.03,N/A,-0.02,0.08,N/A,0.22,0.28,0.13,0.07,0.01,0.11,0.13,N/A,0.19,0.27,0.29,0.18,0.07,-0.07,0.08
0.32,N/A,0.55,0.38,0.05,1,0.45,N/A,0.23,0.25,N/A,0.27,0.22,0.48,0.23,0.29,0.16,0.16,N/A,0.30,0.19,0.11,0.58,0.28,0.13,0.41
0.30,N/A,0.48,0.36,0.03,0.45,1,N/A,0.08,0.51,N/A,0.34,0.26,0.46,0.14,0.22,0.11,0.15,N/A,0.34,0.24,0.07,0.48,0.25,0.05,0.23
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.01,N/A,0.19,0.16,-0.02,0.23,0.08,N/A,1,0.03,N/A,0.05,0.03,0.13,0.03,0.00,0.08,0.14,N/A,0.05,0.11,0.04,0.05,-0.05,0.17,0.22
0.05,N/A,0.39,0.34,0.08,0.25,0.51,N/A,0.03,1,N/A,0.19,0.28,0.30,0.08,0.19,0.10,0.22,N/A,0.38,0.23,0.16,0.45,0.16,0.06,0.33
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.03,N/A,0.27,0.32,0.22,0.27,0.34,N/A,0.05,0.19,N/A,1,0.12,0.19,0.08,0.35,0.22,0.15,N/A,0.33,0.45,0.15,0.32,0.27,0.06,0.11
0.17,N/A,0.20,0.10,0.28,0.22,0.26,N/A,0.03,0.28,N/A,0.12,1,0.28,0.22,0.13,0.04,0.04,N/A,0.21,0.22,0.30,0.39,0.07,0.05,0.09
0.25,N/A,0.55,0.27,0.13,0.48,0.46,N/A,0.13,0.30,N/A,0.19,0.28,1,0.20,0.23,0.18,0.14,N/A,0.25,0.18,0.13,0.65,0.22,0.07,0.37
-0.00,N/A,0.07,0.13,0.07,0.23,0.14,N/A,0.03,0.08,N/A,0.08,0.22,0.20,1,0.22,0.09,0.03,N/A,0.03,-0.01,0.02,0.26,0.14,0.08,0.19
0.04,N/A,0.16,0.10,0.01,0.29,0.22,N/A,0.00,0.19,N/A,0.35,0.13,0.23,0.22,1,0.27,0.29,N/A,0.16,0.22,0.22,0.42,0.15,-0.03,0.15
0.06,N/A,0.15,0.12,0.11,0.16,0.11,N/A,0.08,0.10,N/A,0.22,0.04,0.18,0.09,0.27,1,0.12,N/A,0.15,0.01,-0.05,0.31,0.30,-0.00,0.13
0.08,N/A,0.23,0.10,0.13,0.16,0.15,N/A,0.14,0.22,N/A,0.15,0.04,0.14,0.03,0.29,0.12,1,N/A,0.14,0.25,0.10,0.16,0.22,-0.06,0.22
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.07,N/A,0.42,0.24,0.19,0.30,0.34,N/A,0.05,0.38,N/A,0.33,0.21,0.25,0.03,0.16,0.15,0.14,N/A,1,0.43,0.14,0.35,0.21,0.23,0.09
-0.01,N/A,0.24,0.19,0.27,0.19,0.24,N/A,0.11,0.23,N/A,0.45,0.22,0.18,-0.01,0.22,0.01,0.25,N/A,0.43,1,0.36,0.19,0.12,-0.08,0.08
0.24,N/A,0.15,0.06,0.29,0.11,0.07,N/A,0.04,0.16,N/A,0.15,0.30,0.13,0.02,0.22,-0.05,0.10,N/A,0.14,0.36,1,0.20,0.04,-0.04,0.09
0.15,N/A,0.50,0.33,0.18,0.58,0.48,N/A,0.05,0.45,N/A,0.32,0.39,0.65,0.26,0.42,0.31,0.16,N/A,0.35,0.19,0.20,1,0.40,0.20,0.46
0.05,N/A,0.31,0.14,0.07,0.28,0.25,N/A,-0.05,0.16,N/A,0.27,0.07,0.22,0.14,0.15,0.30,0.22,N/A,0.21,0.12,0.04,0.40,1,0.08,0.21
-0.10,N/A,0.16,-0.07,-0.07,0.13,0.05,N/A,0.17,0.06,N/A,0.06,0.05,0.07,0.08,-0.03,-0.00,-0.06,N/A,0.23,-0.08,-0.04,0.20,0.08,1,0.06
0.07,N/A,0.45,0.25,0.08,0.41,0.23,N/A,0.22,0.33,N/A,0.11,0.09,0.37,0.19,0.15,0.13,0.22,N/A,0.09,0.08,0.09,0.46,0.21,0.06,1
