1,-0.15,-0.03,0.06,-0.09,-0.08,-0.00,-0.07,0.27,-0.10,N/A,0.13,0.09,N/A,-0.18,0.01,0.03,0.06,0.10
-0.15,1,0.04,0.10,0.04,0.13,0.03,0.09,-0.10,-0.02,N/A,-0.11,0.05,N/A,0.04,0.01,-0.01,0.00,-0.01
-0.03,0.04,1,0.04,0.27,0.15,0.05,0.04,-0.02,0.04,N/A,-0.02,-0.08,N/A,0.07,-0.00,0.00,-0.02,0.01
0.06,0.10,0.04,1,0.01,0.06,0.03,-0.01,0.11,0.12,N/A,0.23,0.08,N/A,0.03,0.09,0.04,0.04,-0.04
-0.09,0.04,0.27,0.01,1,0.51,0.09,0.52,0.02,0.35,N/A,0.24,0.23,N/A,0.42,0.36,0.20,0.64,0.10
-0.08,0.13,0.15,0.06,0.51,1,0.02,0.38,-0.04,0.13,N/A,0.19,0.06,N/A,0.45,0.14,0.15,0.38,0.12
-0.00,0.03,0.05,0.03,0.09,0.02,1,0.01,-0.02,0.00,N/A,-0.10,-0.04,N/A,-0.03,0.11,0.03,-0.09,-0.13
-0.07,0.09,0.04,-0.01,0.52,0.38,0.01,1,0.04,0.24,N/A,0.13,0.29,N/A,0.47,0.46,0.24,0.43,-0.08
0.27,-0.10,-0.02,0.11,0.02,-0.04,-0.02,0.04,1,-0.13,N/A,0.08,0.02,N/A,-0.04,0.09,0.17,0.03,0.12
-0.10,-0.02,0.04,0.12,0.35,0.13,0.00,0.24,-0.13,1,N/A,0.37,0.23,N/A,0.14,0.28,0.13,0.48,-0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.13,-0.11,-0.02,0.23,0.24,0.19,-0.10,0.13,0.08,0.37,N/A,1,0.22,N/A,0.05,0.19,0.13,0.12,0.20
0.09,0.05,-0.08,0.08,0.23,0.06,-0.04,0.29,0.02,0.23,N/A,0.22,1,N/A,0.04,0.35,0.03,0.10,0.15
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.18,0.04,0.07,0.03,0.42,0.45,-0.03,0.47,-0.04,0.14,N/A,0.05,0.04,N/A,1,0.13,0.21,0.38,-0.02
0.01,0.01,-0.00,0.09,0.36,0.14,0.11,0.46,0.09,0.28,N/A,0.19,0.35,N/A,0.13,1,0.11,0.23,0.00
0.03,-0.01,0.00,0.04,0.20,0.15,0.03,0.24,0.17,0.13,N/A,0.13,0.03,N/A,0.21,0.11,1,0.22,0.16
0.06,0.00,-0.02,0.04,0.64,0.38,-0.09,0.43,0.03,0.48,N/A,0.12,0.10,N/A,0.38,0.23,0.22,1,0.07
0.10,-0.01,0.01,-0.04,0.10,0.12,-0.13,-0.08,0.12,-0.03,N/A,0.20,0.15,N/A,-0.02,0.00,0.16,0.07,1
