1,0.03,0.17,0.01,0.48,0.11,0.25,0.14,0.17,0.01,0.10,0.14,0.03,0.23,0.36,0.07,0.17,0.23,0.25,0.30,0.17,0.11,0.39,N/A,0.20,0.19,0.16,0.26,0.05,0.38,0.20,0.18,0.15,0.11,0.07,0.24,0.14
0.03,1,0.29,-0.05,0.02,-0.08,0.21,0.25,0.07,0.09,0.11,0.08,0.09,0.01,-0.04,0.15,0.05,0.08,-0.05,0.16,0.10,-0.00,0.14,N/A,0.16,0.02,-0.02,0.13,0.33,0.01,0.05,0.04,0.05,0.20,-0.06,0.06,0.04
0.17,0.29,1,0.25,0.38,0.24,0.33,0.24,0.42,0.21,0.20,0.39,0.13,0.18,0.20,0.07,0.41,0.21,0.09,0.38,0.40,0.23,0.32,N/A,0.34,0.20,0.29,0.36,0.29,0.19,0.59,0.39,0.47,0.15,0.24,0.23,0.17
0.01,-0.05,0.25,1,0.21,-0.02,0.08,0.19,0.26,0.11,0.21,0.28,0.09,-0.03,0.00,0.07,-0.09,0.00,-0.04,-0.01,0.02,0.10,0.10,N/A,0.13,0.18,0.34,0.18,0.02,0.12,0.23,0.25,0.05,0.03,0.02,0.12,0.10
0.48,0.02,0.38,0.21,1,0.25,0.29,0.23,0.25,0.26,0.19,0.23,0.13,0.41,0.57,0.07,0.32,0.12,0.47,0.45,0.39,0.15,0.38,N/A,0.35,0.20,0.25,0.34,0.07,0.28,0.32,0.26,0.13,0.23,0.11,0.51,0.08
0.11,-0.08,0.24,-0.02,0.25,1,0.16,0.17,0.11,-0.04,0.08,0.21,0.01,0.34,0.21,0.14,0.08,0.03,0.33,0.08,0.24,0.04,0.13,N/A,0.15,0.08,0.10,0.29,-0.03,0.06,0.16,0.16,0.08,0.21,-0.00,0.21,0.20
0.25,0.21,0.33,0.08,0.29,0.16,1,0.31,0.25,0.14,0.42,0.42,0.14,0.18,0.15,0.20,0.14,0.20,0.06,0.19,0.12,0.17,0.27,N/A,0.32,0.14,0.26,0.32,0.09,0.21,0.21,0.38,0.15,0.08,0.09,0.37,0.34
0.14,0.25,0.24,0.19,0.23,0.17,0.31,1,0.17,0.14,0.24,0.26,0.02,0.18,0.22,0.08,0.19,0.18,0.07,0.06,0.18,0.21,0.18,N/A,0.36,-0.03,0.16,0.21,0.16,0.18,0.21,0.26,0.21,-0.00,0.07,0.23,0.24
0.17,0.07,0.42,0.26,0.25,0.11,0.25,0.17,1,-0.05,0.29,0.31,-0.02,0.06,0.04,0.15,0.13,0.06,0.04,0.25,0.30,0.17,0.28,N/A,0.12,0.34,0.64,0.41,0.11,0.20,0.37,0.24,0.10,-0.03,-0.04,0.07,0.26
0.01,0.09,0.21,0.11,0.26,-0.04,0.14,0.14,-0.05,1,0.06,0.13,0.05,0.17,0.16,0.09,0.19,0.19,0.07,0.23,0.12,0.08,0.08,N/A,0.16,0.13,-0.16,0.18,-0.01,0.01,0.26,0.10,0.12,0.06,0.27,0.11,0.05
