1,0.06,0.24,0.28,0.42,0.15,0.54,0.34,0.64,0.07,0.76,0.39,0.04,0.26,0.43
0.06,1,0.12,0.04,0.08,-0.07,0.07,0.02,-0.01,-0.02,0.09,0.07,-0.11,0.06,0.09
0.24,0.12,1,0.08,0.33,0.10,0.25,0.14,0.33,0.02,0.41,0.28,0.12,0.02,0.20
0.28,0.04,0.08,1,0.39,0.06,0.15,0.06,0.23,0.43,0.42,0.22,0.04,0.09,0.10
0.42,0.08,0.33,0.39,1,0.07,0.21,0.33,0.47,0.28,0.54,0.34,0.11,0.21,0.37
0.15,-0.07,0.10,0.06,0.07,1,0.08,-0.00,0.26,-0.04,0.16,0.11,-0.02,0.05,-0.00
0.54,0.07,0.25,0.15,0.21,0.08,1,0.38,0.44,0.03,0.56,0.34,-0.00,0.28,0.18
0.34,0.02,0.14,0.06,0.33,-0.00,0.38,1,0.38,-0.08,0.40,0.21,-0.02,0.24,0.23
0.64,-0.01,0.33,0.23,0.47,0.26,0.44,0.38,1,0.08,0.65,0.36,0.18,0.23,0.22
0.07,-0.02,0.02,0.43,0.28,-0.04,0.03,-0.08,0.08,1,0.14,0.03,0.07,0.03,0.28
0.76,0.09,0.41,0.42,0.54,0.16,0.56,0.40,0.65,0.14,1,0.35,0.13,0.29,0.37
0.39,0.07,0.28,0.22,0.34,0.11,0.34,0.21,0.36,0.03,0.35,1,0.07,0.03,0.16
0.04,-0.11,0.12,0.04,0.11,-0.02,-0.00,-0.02,0.18,0.07,0.13,0.07,1,0.09,-0.07
0.26,0.06,0.02,0.09,0.21,0.05,0.28,0.24,0.23,0.03,0.29,0.03,0.09,1,0.02
0.43,0.09,0.20,0.10,0.37,-0.00,0.18,0.23,0.22,0.28,0.37,0.16,-0.07,0.02,1
