1,0.12,0.38,0.34,0.16,0.05,0.14,0.14,0.45,0.03,0.14,0.21,0.09,0.35,0.21,0.17,0.11,0.33,0.25,0.13,0.29,0.19,0.18,0.34,-0.01,0.22,0.06,0.13
0.12,1,0.42,0.19,0.16,0.29,0.43,0.09,0.13,0.04,0.34,0.44,0.46,0.43,0.18,0.04,0.22,0.28,0.34,0.25,0.43,0.21,0.30,0.20,0.18,0.11,0.22,0.45
0.38,0.42,1,0.18,0.25,0.31,0.14,0.17,0.24,0.09,0.36,0.26,0.29,0.30,0.26,0.10,0.34,0.30,0.41,0.28,0.25,0.38,0.25,0.29,0.05,0.31,0.25,0.45
0.34,0.19,0.18,1,0.19,0.05,0.14,0.27,0.26,0.12,0.26,0.29,0.09,0.37,0.19,0.04,0.11,0.30,0.29,0.14,0.27,0.13,0.23,0.26,-0.00,0.25,0.18,0.20
0.16,0.16,0.25,0.19,1,0.22,-0.04,-0.07,0.12,0.08,0.15,0.07,0.14,0.36,0.10,-0.01,0.10,0.20,0.35,0.50,0.19,0.07,0.24,0.41,0.15,0.04,0.08,0.10
0.05,0.29,0.31,0.05,0.22,1,0.24,-0.01,0.05,0.11,0.18,0.03,0.23,0.22,0.13,-0.05,0.21,0.09,0.30,0.22,0.25,0.17,0.49,0.02,0.05,0.00,0.22,0.59
0.14,0.43,0.14,0.14,-0.04,0.24,1,0.19,0.18,0.15,0.21,0.29,0.21,0.29,0.16,0.19,0.27,0.27,0.32,0.18,0.40,0.25,0.27,0.12,0.08,0.04,0.30,0.32
0.14,0.09,0.17,0.27,-0.07,-0.01,0.19,1,0.12,0.04,0.08,0.06,-0.05,0.24,0.05,0.10,0.29,0.29,0.15,-0.07,0.07,0.13,0.15,0.19,-0.01,0.31,0.19,0.07
0.45,0.13,0.24,0.26,0.12,0.05,0.18,0.12,1,0.10,0.18,0.14,0.11,0.29,0.14,0.16,0.21,0.49,0.28,0.24,0.29,0.13,0.19,0.21,-0.03,0.20,0.09,0.10
0.03,0.04,0.09,0.12,0.08,0.11,0.15,0.04,0.10,1,0.25,0.18,0.20,0.21,0.13,0.08,0.27,0.11,0.24,0.10,0.08,0.12,0.21,0.13,-0.07,-0.01,0.26,0.07
0.14,0.34,0.36,0.26,0.15,0.18,0.21,0.08,0.18,0.25,1,0.26,0.25,0.36,0.29,0.22,0.25,0.38,0.47,0.29,0.26,0.28,0.32,0.42,0.02,0.18,0.22,0.22
0.21,0.44,0.26,0.29,0.07,0.03,0.29,0.06,0.14,0.18,0.26,1,0.36,0.31,0.22,0.09,0.42,0.18,0.36,0.20,0.26,0.36,0.28,0.15,0.02,0.12,0.20,0.20
0.09,0.46,0.29,0.09,0.14,0.23,0.21,-0.05,0.11,0.20,0.25,0.36,1,0.23,0.16,-0.00,0.29,0.10,0.46,0.28,0.17,0.44,0.31,0.26,0.12,0.05,0.38,0.24
0.35,0.43,0.30,0.37,0.36,0.22,0.29,0.24,0.29,0.21,0.36,0.31,0.23,1,0.19,0.20,0.26,0.50,0.53,0.43,0.46,0.20,0.48,0.40,0.09,0.12,0.30,0.34
0.21,0.18,0.26,0.19,0.10,0.13,0.16,0.05,0.14,0.13,0.29,0.22,0.16,0.19,1,0.09,0.16,0.15,0.31,0.15,0.28,0.18,0.25,0.16,-0.01,0.10,0.23,0.07
0.17,0.04,0.10,0.04,-0.01,-0.05,0.19,0.10,0.16,0.08,0.22,0.09,-0.00,0.20,0.09,1,0.18,0.31,0.27,0.15,0.08,0.01,0.04,0.10,-0.01,0.08,0.05,-0.03
0.11,0.22,0.34,0.11,0.10,0.21,0.27,0.29,0.21,0.27,0.25,0.42,0.29,0.26,0.16,0.18,1,0.24,0.47,0.16,0.18,0.24,0.37,0.16,0.03,0.17,0.31,0.24
0.33,0.28,0.30,0.30,0.20,0.09,0.27,0.29,0.49,0.11,0.38,0.18,0.10,0.50,0.15,0.31,0.24,1,0.38,0.33,0.30,0.04,0.27,0.32,0.02,0.07,0.06,0.09
0.25,0.34,0.41,0.29,0.35,0.30,0.32,0.15,0.28,0.24,0.47,0.36,0.46,0.53,0.31,0.27,0.47,0.38,1,0.44,0.45,0.35,0.56,0.45,0.11,0.21,0.44,0.33
0.13,0.25,0.28,0.14,0.50,0.22,0.18,-0.07,0.24,0.10,0.29,0.20,0.28,0.43,0.15,0.15,0.16,0.33,0.44,1,0.27,0.22,0.20,0.25,0.17,0.06,0.11,0.18
0.29,0.43,0.25,0.27,0.19,0.25,0.40,0.07,0.29,0.08,0.26,0.26,0.17,0.46,0.28,0.08,0.18,0.30,0.45,0.27,1,0.13,0.49,0.18,0.07,0.07,0.26,0.35
0.19,0.21,0.38,0.13,0.07,0.17,0.25,0.13,0.13,0.12,0.28,0.36,0.44,0.20,0.18,0.01,0.24,0.04,0.35,0.22,0.13,1,0.19,0.22,0.02,0.17,0.43,0.26
0.18,0.30,0.25,0.23,0.24,0.49,0.27,0.15,0.19,0.21,0.32,0.28,0.31,0.48,0.25,0.04,0.37,0.27,0.56,0.20,0.49,0.19,1,0.29,0.27,0.21,0.37,0.23
0.34,0.20,0.29,0.26,0.41,0.02,0.12,0.19,0.21,0.13,0.42,0.15,0.26,0.40,0.16,0.10,0.16,0.32,0.45,0.25,0.18,0.22,0.29,1,0.12,0.12,0.13,0.11
-0.01,0.18,0.05,-0.00,0.15,0.05,0.08,-0.01,-0.03,-0.07,0.02,0.02,0.12,0.09,-0.01,-0.01,0.03,0.02,0.11,0.17,0.07,0.02,0.27,0.12,1,-0.01,0.06,-0.04
0.22,0.11,0.31,0.25,0.04,0.00,0.04,0.31,0.20,-0.01,0.18,0.12,0.05,0.12,0.10,0.08,0.17,0.07,0.21,0.06,0.07,0.17,0.21,0.12,-0.01,1,0.12,0.08
0.06,0.22,0.25,0.18,0.08,0.22,0.30,0.19,0.09,0.26,0.22,0.20,0.38,0.30,0.23,0.05,0.31,0.06,0.44,0.11,0.26,0.43,0.37,0.13,0.06,0.12,1,0.31
0.13,0.45,0.45,0.20,0.10,0.59,0.32,0.07,0.10,0.07,0.22,0.20,0.24,0.34,0.07,-0.03,0.24,0.09,0.33,0.18,0.35,0.26,0.23,0.11,-0.04,0.08,0.31,1
