1,0.11,N/A,N/A,0.11,-0.00,-0.05,0.08,0.76,N/A,-0.04,0.28,0.51,0.27,0.17,0.06,N/A,0.22,0.02,N/A,0.07,0.19,0.23,0.54,0.29,0.20,0.38,0.04
0.11,1,N/A,N/A,0.07,0.07,-0.02,0.06,0.09,N/A,0.12,0.18,0.02,0.40,0.16,0.16,N/A,0.41,0.06,N/A,0.31,0.07,0.07,0.08,0.29,0.03,0.02,0.05
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.11,0.07,N/A,N/A,1,0.13,-0.01,0.18,0.33,N/A,0.19,0.12,0.32,0.33,0.23,0.33,N/A,0.03,0.10,N/A,0.22,0.44,0.58,0.34,0.54,0.00,-0.07,0.05
-0.00,0.07,N/A,N/A,0.13,1,0.03,0.18,-0.01,N/A,0.10,0.11,0.22,0.34,0.38,0.37,N/A,0.09,0.07,N/A,0.01,0.33,0.06,-0.05,0.28,-0.10,0.13,0.05
-0.05,-0.02,N/A,N/A,-0.01,0.03,1,0.01,-0.10,N/A,0.05,-0.01,-0.02,0.02,-0.08,0.05,N/A,-0.02,-0.02,N/A,-0.01,0.26,-0.08,-0.01,-0.01,0.00,-0.00,-0.05
0.08,0.06,N/A,N/A,0.18,0.18,0.01,1,0.11,N/A,0.20,0.08,0.05,0.29,0.19,0.14,N/A,0.02,0.17,N/A,0.07,0.24,0.02,0.23,0.23,0.06,0.10,0.01
0.76,0.09,N/A,N/A,0.33,-0.01,-0.10,0.11,1,N/A,0.00,0.28,0.47,0.34,0.11,0.12,N/A,0.23,0.11,N/A,0.09,0.27,0.38,0.51,0.44,0.14,0.32,0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.04,0.12,N/A,N/A,0.19,0.10,0.05,0.20,0.00,N/A,1,0.17,0.10,0.36,0.33,0.22,N/A,0.03,0.00,N/A,0.20,0.14,0.23,0.04,0.40,-0.08,0.15,0.12
0.28,0.18,N/A,N/A,0.12,0.11,-0.01,0.08,0.28,N/A,0.17,1,0.21,0.41,0.28,0.18,N/A,0.09,0.14,N/A,0.06,0.20,0.13,0.21,0.33,-0.10,0.34,0.05
0.51,0.02,N/A,N/A,0.32,0.22,-0.02,0.05,0.47,N/A,0.10,0.21,1,0.31,0.10,0.14,N/A,0.12,0.03,N/A,0.09,0.23,0.30,0.37,0.36,0.11,0.13,-0.03
0.27,0.40,N/A,N/A,0.33,0.34,0.02,0.29,0.34,N/A,0.36,0.41,0.31,1,0.34,0.44,N/A,0.24,0.25,N/A,0.36,0.45,0.27,0.26,0.74,0.03,0.27,0.19
0.17,0.16,N/A,N/A,0.23,0.38,-0.08,0.19,0.11,N/A,0.33,0.28,0.10,0.34,1,0.17,N/A,-0.01,0.07,N/A,0.27,0.31,0.44,0.23,0.54,-0.08,0.09,0.24
0.06,0.16,N/A,N/A,0.33,0.37,0.05,0.14,0.12,N/A,0.22,0.18,0.14,0.44,0.17,1,N/A,0.13,0.35,N/A,0.23,0.28,0.28,-0.02,0.46,0.07,0.18,0.12
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.22,0.41,N/A,N/A,0.03,0.09,-0.02,0.02,0.23,N/A,0.03,0.09,0.12,0.24,-0.01,0.13,N/A,1,0.09,N/A,0.04,-0.00,0.01,0.09,0.22,0.06,0.23,0.02
0.02,0.06,N/A,N/A,0.10,0.07,-0.02,0.17,0.11,N/A,0.00,0.14,0.03,0.25,0.07,0.35,N/A,0.09,1,N/A,0.14,0.10,-0.02,0.13,0.10,-0.11,0.04,0.07
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.07,0.31,N/A,N/A,0.22,0.01,-0.01,0.07,0.09,N/A,0.20,0.06,0.09,0.36,0.27,0.23,N/A,0.04,0.14,N/A,1,0.14,0.44,0.06,0.48,-0.01,0.10,0.16
0.19,0.07,N/A,N/A,0.44,0.33,0.26,0.24,0.27,N/A,0.14,0.20,0.23,0.45,0.31,0.28,N/A,-0.00,0.10,N/A,0.14,1,0.30,0.21,0.42,-0.05,0.01,0.12
0.23,0.07,N/A,N/A,0.58,0.06,-0.08,0.02,0.38,N/A,0.23,0.13,0.30,0.27,0.44,0.28,N/A,0.01,-0.02,N/A,0.44,0.30,1,0.16,0.72,0.10,-0.04,0.14
0.54,0.08,N/A,N/A,0.34,-0.05,-0.01,0.23,0.51,N/A,0.04,0.21,0.37,0.26,0.23,-0.02,N/A,0.09,0.13,N/A,0.06,0.21,0.16,1,0.32,0.03,0.18,-0.13
0.29,0.29,N/A,N/A,0.54,0.28,-0.01,0.23,0.44,N/A,0.40,0.33,0.36,0.74,0.54,0.46,N/A,0.22,0.10,N/A,0.48,0.42,0.72,0.32,1,0.16,0.20,0.22
0.20,0.03,N/A,N/A,0.00,-0.10,0.00,0.06,0.14,N/A,-0.08,-0.10,0.11,0.03,-0.08,0.07,N/A,0.06,-0.11,N/A,-0.01,-0.05,0.10,0.03,0.16,1,0.11,0.11
0.38,0.02,N/A,N/A,-0.07,0.13,-0.00,0.10,0.32,N/A,0.15,0.34,0.13,0.27,0.09,0.18,N/A,0.23,0.04,N/A,0.10,0.01,-0.04,0.18,0.20,0.11,1,0.07
0.04,0.05,N/A,N/A,0.05,0.05,-0.05,0.01,0.04,N/A,0.12,0.05,-0.03,0.19,0.24,0.12,N/A,0.02,0.07,N/A,0.16,0.12,0.14,-0.13,0.22,0.11,0.07,1
