1,0.42,0.19,0.18,0.13,0.16,0.46,0.14,0.18,0.41,0.16,0.40,0.12,0.31,0.39,0.18,0.20,0.24,0.23,0.05,0.06,0.42,0.05,0.46,0.12,0.12,0.18,0.08,0.18,0.31,0.18,0.16,0.18
0.42,1,0.20,0.41,0.27,0.21,0.50,0.37,0.24,0.45,0.25,0.33,0.20,0.51,0.40,0.29,0.26,0.33,0.32,0.38,0.18,0.66,0.11,0.62,0.07,0.24,0.22,0.26,0.35,0.42,0.23,0.29,0.27
0.19,0.20,1,0.27,0.11,0.16,0.23,0.25,0.09,0.32,0.04,0.09,0.26,0.45,0.18,0.48,0.14,0.05,0.47,0.19,0.00,0.42,-0.06,0.30,0.04,0.35,0.26,0.37,0.06,0.34,0.09,0.44,0.02
0.18,0.41,0.27,1,0.22,0.21,0.39,0.42,0.21,0.42,0.11,0.04,0.17,0.43,0.14,0.40,0.16,0.31,0.43,0.19,0.03,0.57,0.11,0.48,0.03,0.35,0.44,0.37,0.17,0.31,0.30,0.44,0.10
0.13,0.27,0.11,0.22,1,0.14,0.38,0.23,0.08,0.26,0.06,-0.03,0.33,0.28,0.16,0.33,0.27,0.40,0.33,0.34,0.07,0.35,0.11,0.40,0.02,0.27,0.21,0.26,0.15,0.29,0.22,0.31,0.16
0.16,0.21,0.16,0.21,0.14,1,0.19,0.11,0.21,0.18,-0.01,0.06,0.02,0.10,0.01,0.10,0.33,0.17,0.07,0.22,-0.01,0.26,0.18,0.37,0.01,0.17,0.33,0.00,0.19,0.05,-0.01,0.13,0.10
0.46,0.50,0.23,0.39,0.38,0.19,1,0.33,0.18,0.56,0.21,0.09,0.28,0.49,0.31,0.33,0.36,0.43,0.42,0.30,0.04,0.50,0.14,0.52,0.05,0.24,0.35,0.32,0.32,0.39,0.27,0.33,0.14
0.14,0.37,0.25,0.42,0.23,0.11,0.33,1,0.06,0.52,0.04,-0.01,0.09,0.42,0.16,0.35,0.08,0.22,0.46,0.21,0.02,0.45,0.07,0.30,0.08,0.42,0.27,0.48,-0.03,0.33,0.24,0.47,0.14
0.18,0.24,0.09,0.21,0.08,0.21,0.18,0.06,1,0.15,0.08,0.21,0.18,0.28,0.10,0.13,0.31,0.20,0.01,0.09,-0.03,0.37,0.17,0.41,0.11,0.09,0.09,0.23,0.42,0.24,0.01,0.07,-0.00
0.41,0.45,0.32,0.42,0.26,0.18,0.56,0.52,0.15,1,0.15,0.11,0.26,0.49,0.28,0.28,0.19,0.40,0.48,0.20,0.08,0.52,0.06,0.48,0.16,0.38,0.31,0.25,0.17,0.28,0.18,0.40,0.01
0.16,0.25,0.04,0.11,0.06,-0.01,0.21,0.04,0.08,0.15,1,0.23,0.16,0.14,0.24,0.07,0.12,0.10,0.08,0.19,0.02,0.22,0.31,0.28,0.02,0.06,0.11,0.11,0.11,0.18,0.04,0.03,-0.03
0.40,0.33,0.09,0.04,-0.03,0.06,0.09,-0.01,0.21,0.11,0.23,1,0.00,0.18,0.22,0.07,0.12,0.03,0.10,0.18,0.21,0.28,0.14,0.28,0.05,0.08,0.04,0.06,0.17,0.28,-0.05,0.09,0.20
0.12,0.20,0.26,0.17,0.33,0.02,0.28,0.09,0.18,0.26,0.16,0.00,1,0.26,0.14,0.33,0.23,0.35,0.24,0.26,0.08,0.34,0.20,0.44,-0.02,0.18,0.33,0.29,0.31,0.34,0.14,0.37,0.02
0.31,0.51,0.45,0.43,0.28,0.10,0.49,0.42,0.28,0.49,0.14,0.18,0.26,1,0.45,0.46,0.17,0.24,0.39,0.31,0.12,0.64,-0.04,0.52,0.03,0.27,0.21,0.39,0.21,0.52,0.28,0.45,0.03
