1,0.24,0.05,-0.01,N/A,-0.00,0.02,0.16,N/A,-0.04,N/A,0.06,0.03,0.42,0.05,-0.09,0.11,0.07,0.02,-0.07,0.06,0.07,-0.07,0.15,-0.02,0.05,0.03,-0.04,-0.01,0.04,0.02,0.00,-0.05,0.01,0.07,0.06,-0.00,0.04,-0.09,0.15,0.18,0.14,N/A,0.05,-0.00,N/A,0.07,0.05,-0.01,0.08,0.02,-0.10,0.02,0.12,0.07,0.03
0.24,1,-0.01,0.73,N/A,0.29,0.54,0.32,N/A,0.27,N/A,0.17,0.34,0.63,0.18,0.15,0.36,0.23,0.07,0.62,0.50,0.18,0.62,0.44,0.01,0.40,0.09,0.53,0.40,0.11,0.22,0.31,-0.09,0.12,0.33,0.43,0.12,0.31,0.14,0.52,0.16,0.08,N/A,0.39,0.37,N/A,0.72,0.17,0.04,0.62,0.02,0.10,0.33,0.12,0.12,0.49
0.05,-0.01,1,-0.03,N/A,-0.05,0.00,0.20,N/A,-0.01,N/A,0.10,0.06,0.00,0.26,0.04,0.08,0.08,-0.12,-0.05,-0.06,0.01,-0.05,-0.02,0.05,0.02,-0.03,-0.01,-0.03,0.04,0.11,0.06,0.10,0.02,0.09,0.03,-0.04,0.05,0.02,0.09,0.20,0.52,N/A,0.03,-0.03,N/A,0.07,-0.04,0.03,0.04,-0.01,0.05,0.02,0.31,0.04,-0.08
-0.01,0.73,-0.03,1,N/A,0.26,0.52,0.36,N/A,0.23,N/A,0.21,0.35,0.38,0.22,0.05,0.36,0.13,0.05,0.65,0.49,0.18,0.65,0.37,0.03,0.38,0.05,0.58,0.25,0.14,0.26,0.30,0.01,0.15,0.30,0.51,0.06,0.29,0.10,0.52,0.15,0.07,N/A,0.39,0.26,N/A,0.80,0.17,0.08,0.64,-0.00,0.16,0.38,0.14,0.14,0.44
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.00,0.29,-0.05,0.26,N/A,1,0.20,0.29,N/A,0.26,N/A,0.37,0.23,0.28,0.05,0.14,0.40,0.04,0.18,0.39,0.33,0.12,0.39,0.35,0.08,0.14,0.12,0.27,0.17,-0.02,0.16,0.20,0.05,0.27,0.20,0.25,0.02,0.37,0.19,0.15,0.01,0.04,N/A,0.23,0.19,N/A,0.36,0.28,-0.03,0.29,0.26,0.17,0.27,0.00,0.30,0.38
0.02,0.54,0.00,0.52,N/A,0.20,1,0.20,N/A,0.27,N/A,0.24,0.47,0.45,0.17,0.11,0.31,0.17,0.09,0.45,0.56,0.25,0.45,0.40,-0.03,0.31,0.18,0.55,0.38,0.25,0.22,0.36,-0.07,0.03,0.22,0.27,0.18,0.29,0.12,0.45,0.33,0.10,N/A,0.24,0.34,N/A,0.55,0.17,0.32,0.46,0.12,0.28,0.32,0.30,0.21,0.55
0.16,0.32,0.20,0.36,N/A,0.29,0.20,1,N/A,0.28,N/A,0.23,0.19,0.26,0.13,0.28,0.15,0.14,0.16,0.43,0.10,0.17,0.43,0.13,0.17,0.24,0.09,0.36,0.27,0.04,0.23,0.15,0.01,0.27,0.41,0.38,0.10,0.30,0.08,0.35,0.32,0.09,N/A,0.47,0.37,N/A,0.38,0.08,0.14,0.21,0.46,0.31,0.37,0.21,0.21,0.31
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.04,0.27,-0.01,0.23,N/A,0.26,0.27,0.28,N/A,1,N/A,0.15,0.27,0.34,0.13,0.20,0.18,0.22,0.03,0.33,0.23,0.20,0.33,0.18,0.05,0.20,0.09,0.35,0.25,0.15,0.15,0.13,0.03,0.26,0.18,0.25,0.02,0.13,0.07,0.19,0.09,0.05,N/A,0.29,0.23,N/A,0.19,0.20,0.09,0.27,0.28,0.58,0.20,0.16,0.39,0.20
