1,0.07,0.15,0.13,-0.04,0.04,0.01,0.12,0.24,0.21,0.03,0.09,0.07,0.15,0.22,0.11,0.01,0.08,0.08,0.28,0.25,0.16,0.04,0.23,0.05,0.10,0.18,0.11,0.09,0.01,0.11,0.06,0.17,0.11,0.08,0.13,0.15,0.21,0.11,0.24,0.21,0.18,0.04,0.06,0.18,0.15,0.14
0.07,1,0.33,0.61,0.15,0.07,0.33,0.12,0.11,0.47,0.20,0.41,0.33,0.34,0.42,0.20,0.09,0.15,0.10,0.18,0.13,0.12,0.30,0.05,0.17,0.18,0.32,0.40,0.23,0.00,0.37,0.34,0.24,0.15,0.40,0.05,0.31,0.27,0.26,0.17,0.31,0.21,0.13,0.05,0.07,0.12,0.34
0.15,0.33,1,0.57,-0.01,0.18,0.15,0.30,0.33,0.30,0.15,0.07,0.26,0.27,0.43,0.29,0.14,0.13,0.16,0.31,0.36,0.26,0.27,-0.04,0.18,0.26,0.24,0.50,0.11,0.11,0.35,0.14,0.28,0.21,0.22,0.20,0.33,0.41,0.29,0.28,0.37,0.29,0.14,0.18,0.19,0.24,0.38
0.13,0.61,0.57,1,0.04,0.14,0.32,0.22,0.23,0.32,0.26,0.15,0.48,0.51,0.53,0.47,0.12,0.11,0.14,0.21,0.19,0.27,0.27,0.07,0.27,0.22,0.16,0.58,0.21,0.04,0.30,0.30,0.38,0.21,0.38,0.11,0.24,0.26,0.35,0.26,0.30,0.26,0.07,0.14,0.14,0.25,0.44
-0.04,0.15,-0.01,0.04,1,0.04,0.84,0.09,0.01,0.64,0.32,0.06,0.07,-0.03,0.12,-0.04,0.00,0.08,0.00,0.02,0.12,-0.05,0.15,0.12,0.16,0.08,-0.01,0.07,0.08,-0.03,0.21,0.07,0.00,0.09,0.03,-0.02,0.22,0.00,0.08,0.01,0.02,0.04,0.16,0.17,0.04,0.02,0.08
0.04,0.07,0.18,0.14,0.04,1,0.08,0.06,0.22,0.14,0.19,0.16,0.15,-0.02,0.16,0.10,0.12,0.26,0.11,0.13,0.14,0.08,0.11,0.04,0.04,0.26,0.01,0.16,0.17,0.05,0.13,0.03,0.23,0.16,0.09,0.01,0.08,0.19,0.08,0.10,0.24,-0.01,0.07,0.10,0.08,0.37,0.17
0.01,0.33,0.15,0.32,0.84,0.08,1,0.14,0.14,0.65,0.25,0.06,0.14,0.20,0.34,0.07,0.04,0.08,0.03,0.05,0.05,-0.03,0.26,0.17,0.27,0.08,0.01,0.30,0.10,-0.02,0.12,0.11,0.01,0.12,0.10,-0.06,0.11,0.02,0.14,0.11,0.11,0.14,0.12,0.16,0.06,0.11,0.16
0.12,0.12,0.30,0.22,0.09,0.06,0.14,1,0.25,0.15,0.43,0.05,0.03,0.20,0.24,0.13,0.43,0.10,0.12,0.24,0.22,0.16,0.52,0.03,0.62,0.18,0.16,0.26,0.07,-0.00,0.23,0.13,0.40,0.15,0.10,0.10,0.30,0.19,0.79,0.56,0.20,0.17,0.07,0.20,0.09,0.13,0.36
0.24,0.11,0.33,0.23,0.01,0.22,0.14,0.25,1,0.20,0.25,0.01,0.30,0.25,0.32,0.23,0.09,0.16,0.15,0.21,0.29,0.30,0.29,0.39,0.20,0.28,0.15,0.35,0.18,0.09,0.12,0.13,0.20,0.08,0.20,0.16,0.26,0.23,0.31,0.38,0.18,0.50,0.12,0.16,0.39,0.32,0.20
0.21,0.47,0.30,0.32,0.64,0.14,0.65,0.15,0.20,1,0.27,0.23,0.25,0.21,0.46,0.16,0.24,0.30,0.14,0.37,0.41,0.12,0.24,0.14,0.26,0.33,0.16,0.33,0.11,0.07,0.36,0.30,0.26,0.15,0.29,0.24,0.40,0.32,0.22,0.21,0.29,0.27,0.27,0.24,0.24,0.21,0.31
