1,0.18,0.44,0.25,0.28,0.03,0.07,0.18,0.39,0.13,0.14,0.05,-0.01,0.16,0.09,0.05,0.10,0.11,0.10,0.06,0.35,0.17,0.12,0.17,0.18,0.17,0.31,0.30,0.14,0.11,0.12,0.10,0.09,0.03,0.14,0.04,0.10,0.06,0.30,0.18,0.08,0.09,0.06,0.08,0.31,0.07,0.37,0.15,0.20,0.10
0.18,1,0.25,0.41,0.47,0.14,0.23,0.25,0.51,0.16,0.24,0.21,0.10,0.34,0.08,0.13,0.33,0.24,0.36,0.39,0.56,0.19,0.40,0.27,0.43,0.18,0.50,0.21,0.32,0.17,0.22,0.34,0.32,0.47,0.23,0.29,0.39,0.16,0.27,0.28,0.17,0.23,0.24,0.28,0.58,0.22,0.55,0.28,0.25,0.19
0.44,0.25,1,0.31,0.34,0.08,0.15,0.26,0.57,0.15,0.16,0.17,0.04,0.22,0.32,0.08,0.13,0.12,0.26,0.19,0.51,0.08,0.24,0.18,0.16,0.12,0.41,0.26,0.26,0.16,0.21,0.18,0.11,0.02,0.13,0.16,0.23,0.13,0.41,0.14,0.14,0.22,0.13,0.17,0.44,0.25,0.50,0.12,0.31,0.11
0.25,0.41,0.31,1,0.55,0.13,0.15,0.17,0.69,0.61,0.79,0.29,0.25,0.36,0.17,0.21,0.37,0.76,0.39,0.39,0.65,0.76,0.39,0.26,0.41,0.82,0.41,0.36,0.54,0.58,0.73,0.35,0.21,0.27,0.76,0.59,0.39,0.71,0.36,0.65,0.63,0.66,0.35,0.70,0.73,0.50,0.73,0.28,0.31,0.76
0.28,0.47,0.34,0.55,1,0.19,0.30,0.16,0.66,0.30,0.32,0.28,0.32,0.62,0.17,0.31,0.45,0.29,0.41,0.51,0.86,0.27,0.44,0.38,0.60,0.26,0.51,0.59,0.40,0.30,0.33,0.51,0.38,0.39,0.27,0.42,0.42,0.28,0.42,0.32,0.23,0.29,0.47,0.27,0.76,0.24,0.75,0.40,0.32,0.28
0.03,0.14,0.08,0.13,0.19,1,0.05,0.19,0.19,0.15,0.09,0.17,0.23,0.09,0.01,0.41,0.14,0.16,0.32,0.15,0.26,0.11,0.12,0.02,0.24,0.09,0.09,0.10,0.13,0.10,0.11,0.27,0.01,0.06,0.09,0.19,0.13,0.14,0.06,0.12,0.09,0.04,0.29,0.09,0.27,0.02,0.26,0.21,0.12,0.05
0.07,0.23,0.15,0.15,0.30,0.05,1,0.09,0.27,0.08,0.06,0.09,0.13,0.19,0.03,0.25,0.21,0.12,0.29,0.20,0.28,0.02,0.30,0.21,0.27,0.04,0.25,0.24,0.19,0.05,0.06,0.27,0.20,0.17,0.03,0.15,0.29,0.05,0.25,0.15,0.04,0.08,0.09,0.08,0.30,0.08,0.28,0.38,0.16,0.07
0.18,0.25,0.26,0.17,0.16,0.19,0.09,1,0.24,0.08,0.09,-0.00,0.08,0.19,-0.02,0.05,0.00,0.11,0.17,0.22,0.24,0.06,0.13,0.07,0.10,0.05,0.20,0.04,0.22,0.02,0.02,0.20,0.09,0.01,0.03,0.24,0.13,-0.01,0.02,0.14,0.04,0.04,0.01,0.15,0.21,0.04,0.24,0.13,-0.04,0.04
0.39,0.51,0.57,0.69,0.66,0.19,0.27,0.24,1,0.40,0.39,0.44,0.26,0.42,0.36,0.25,0.37,0.42,0.53,0.39,0.82,0.39,0.46,0.33,0.43,0.38,0.45,0.46,0.52,0.38,0.49,0.40,0.29,0.38,0.39,0.45,0.45,0.36,0.46,0.45,0.36,0.47,0.43,0.43,0.86,0.44,0.85,0.30,0.42,0.38
0.13,0.16,0.15,0.61,0.30,0.15,0.08,0.08,0.40,1,0.75,0.11,0.15,0.18,0.08,0.25,0.29,0.67,0.20,0.24,0.33,0.63,0.14,0.13,0.32,0.64,0.10,0.16,0.38,0.58,0.78,0.10,-0.01,0.13,0.65,0.33,0.13,0.78,0.08,0.56,0.64,0.57,0.24,0.67,0.35,0.44,0.33,0.11,0.17,0.62
