1,0.27,0.24,0.41,0.29,0.26,0.50,N/A,N/A,0.12,0.76,0.13,0.16,0.24,0.06,0.21,0.14,0.14,N/A,0.25,0.04,0.14,0.25,0.21,0.20,0.10,0.54,0.72,0.40,0.18,-0.05,0.59,0.13,0.10,0.04,-0.00,0.04,0.26
0.27,1,-0.04,0.12,0.12,0.16,0.21,N/A,N/A,-0.04,0.07,0.12,0.04,0.70,-0.02,0.04,-0.01,0.00,N/A,0.86,0.05,0.22,0.10,-0.01,0.10,0.12,0.12,0.16,0.31,0.07,0.06,0.19,0.54,-0.10,0.05,0.07,0.01,0.12
0.24,-0.04,1,0.20,0.22,0.21,0.15,N/A,N/A,-0.03,0.28,0.11,0.08,0.07,0.03,0.27,0.21,0.34,N/A,0.06,0.00,0.18,0.24,0.15,0.28,0.23,0.14,0.25,-0.01,0.25,0.33,0.30,0.06,0.13,0.07,0.10,0.10,0.46
0.41,0.12,0.20,1,0.30,0.14,0.47,N/A,N/A,0.25,0.32,0.32,0.07,0.13,0.07,0.20,0.02,0.26,N/A,0.27,0.23,0.23,0.42,0.21,0.30,0.23,0.29,0.22,0.11,0.12,0.06,0.29,0.23,0.05,0.11,0.10,0.02,0.28
0.29,0.12,0.22,0.30,1,0.32,0.25,N/A,N/A,0.11,0.27,0.14,0.05,0.18,0.03,0.29,0.13,0.19,N/A,0.29,0.21,0.27,0.22,0.31,0.38,0.19,0.21,0.25,0.23,0.11,0.04,0.26,0.28,0.04,-0.09,0.15,0.14,0.39
0.26,0.16,0.21,0.14,0.32,1,0.21,N/A,N/A,-0.08,0.24,0.05,0.04,0.14,0.03,0.19,0.17,0.35,N/A,0.34,0.21,0.24,0.25,0.24,0.24,0.07,0.18,0.39,0.16,0.14,0.09,0.24,0.34,0.11,0.06,0.13,0.03,0.44
0.50,0.21,0.15,0.47,0.25,0.21,1,N/A,N/A,0.11,0.44,0.21,0.10,0.19,-0.06,0.22,0.17,0.19,N/A,0.22,0.13,0.07,0.16,0.21,0.23,0.26,0.42,0.40,0.23,0.28,-0.01,0.44,0.09,0.01,-0.02,0.26,0.05,0.31
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.12,-0.04,-0.03,0.25,0.11,-0.08,0.11,N/A,N/A,1,0.02,0.23,0.12,0.06,-0.08,0.07,0.02,0.07,N/A,0.01,-0.06,0.03,0.07,-0.08,0.18,0.07,0.27,0.15,-0.06,0.11,-0.07,0.10,0.04,0.09,0.16,0.06,0.04,0.12
0.76,0.07,0.28,0.32,0.27,0.24,0.44,N/A,N/A,0.02,1,0.07,0.19,0.13,0.16,0.20,0.19,0.17,N/A,0.12,0.10,0.14,0.23,0.26,0.28,0.01,0.51,0.55,0.25,0.13,0.05,0.49,0.09,0.06,-0.04,0.10,0.03,0.34
0.13,0.12,0.11,0.32,0.14,0.05,0.21,N/A,N/A,0.23,0.07,1,0.01,0.04,-0.00,0.16,0.11,0.19,N/A,0.15,0.08,0.13,0.20,0.09,0.18,0.07,0.13,0.16,-0.06,0.12,0.09,0.12,0.13,0.17,0.07,0.12,0.06,0.23
0.16,0.04,0.08,0.07,0.05,0.04,0.10,N/A,N/A,0.12,0.19,0.01,1,0.18,0.01,0.07,0.05,-0.00,N/A,-0.03,0.01,0.23,0.09,0.09,0.01,0.05,0.05,0.10,0.11,-0.00,-0.15,0.05,0.05,0.19,-0.13,-0.10,0.01,0.12
0.24,0.70,0.07,0.13,0.18,0.14,0.19,N/A,N/A,0.06,0.13,0.04,0.18,1,0.08,0.22,0.09,0.12,N/A,0.71,0.11,0.40,0.15,0.08,0.37,0.24,0.18,0.12,0.35,0.14,0.08,0.09,0.62,-0.01,0.04,0.04,0.12,0.37
0.06,-0.02,0.03,0.07,0.03,0.03,-0.06,N/A,N/A,-0.08,0.16,-0.00,0.01,0.08,1,0.04,-0.05,-0.02,N/A,-0.02,0.07,0.08,0.13,0.03,0.11,-0.03,0.01,-0.06,0.01,-0.05,0.27,0.03,0.01,-0.03,-0.07,-0.00,-0.02,0.15
0.21,0.04,0.27,0.20,0.29,0.19,0.22,N/A,N/A,0.07,0.20,0.16,0.07,0.22,0.04,1,0.30,0.25,N/A,0.14,0.35,0.24,0.28,0.27,0.58,0.20,0.21,0.21,0.40,0.13,0.09,0.22,0.13,0.12,0.01,0.12,0.84,0.43
0.14,-0.01,0.21,0.02,0.13,0.17,0.17,N/A,N/A,0.02,0.19,0.11,0.05,0.09,-0.05,0.30,1,0.09,N/A,0.11,0.23,0.08,0.34,0.05,0.25,0.16,0.12,0.22,0.12,0.09,0.07,0.11,0.06,0.03,0.01,0.14,0.19,0.27
0.14,0.00,0.34,0.26,0.19,0.35,0.19,N/A,N/A,0.07,0.17,0.19,-0.00,0.12,-0.02,0.25,0.09,1,N/A,0.21,0.22,0.35,0.24,0.16,0.37,0.14,0.19,0.34,0.05,0.43,0.12,0.25,0.26,0.01,0.07,0.21,0.07,0.59
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.25,0.86,0.06,0.27,0.29,0.34,0.22,N/A,N/A,0.01,0.12,0.15,-0.03,0.71,-0.02,0.14,0.11,0.21,N/A,1,0.14,0.38,0.20,0.04,0.31,0.13,0.12,0.20,0.28,0.16,0.08,0.16,0.67,-0.12,0.07,0.23,0.05,0.33
0.04,0.05,0.00,0.23,0.21,0.21,0.13,N/A,N/A,-0.06,0.10,0.08,0.01,0.11,0.07,0.35,0.23,0.22,N/A,0.14,1,0.30,0.31,0.17,0.19,0.03,0.08,-0.05,0.19,-0.08,0.11,0.02,0.26,0.09,-0.02,0.04,0.27,0.26
0.14,0.22,0.18,0.23,0.27,0.24,0.07,N/A,N/A,0.03,0.14,0.13,0.23,0.40,0.08,0.24,0.08,0.35,N/A,0.38,0.30,1,0.19,0.17,0.32,0.06,0.10,0.18,0.14,0.21,0.05,0.15,0.42,0.11,0.02,0.09,0.07,0.61
0.25,0.10,0.24,0.42,0.22,0.25,0.16,N/A,N/A,0.07,0.23,0.20,0.09,0.15,0.13,0.28,0.34,0.24,N/A,0.20,0.31,0.19,1,0.11,0.31,0.16,0.23,0.18,0.11,0.06,0.15,0.29,0.16,0.20,0.07,0.13,0.08,0.32
0.21,-0.01,0.15,0.21,0.31,0.24,0.21,N/A,N/A,-0.08,0.26,0.09,0.09,0.08,0.03,0.27,0.05,0.16,N/A,0.04,0.17,0.17,0.11,1,0.30,0.12,0.22,0.11,0.10,0.07,-0.05,0.21,0.11,0.02,-0.19,0.14,0.16,0.28
0.20,0.10,0.28,0.30,0.38,0.24,0.23,N/A,N/A,0.18,0.28,0.18,0.01,0.37,0.11,0.58,0.25,0.37,N/A,0.31,0.19,0.32,0.31,0.30,1,0.20,0.29,0.21,0.13,0.17,0.21,0.17,0.22,0.02,0.20,0.26,0.37,0.61
0.10,0.12,0.23,0.23,0.19,0.07,0.26,N/A,N/A,0.07,0.01,0.07,0.05,0.24,-0.03,0.20,0.16,0.14,N/A,0.13,0.03,0.06,0.16,0.12,0.20,1,0.13,0.08,0.07,0.36,0.18,0.14,0.04,0.08,0.05,0.23,0.07,0.23
0.54,0.12,0.14,0.29,0.21,0.18,0.42,N/A,N/A,0.27,0.51,0.13,0.05,0.18,0.01,0.21,0.12,0.19,N/A,0.12,0.08,0.10,0.23,0.22,0.29,0.13,1,0.45,0.17,0.22,0.12,0.43,0.08,0.02,0.05,0.02,0.06,0.22
0.72,0.16,0.25,0.22,0.25,0.39,0.40,N/A,N/A,0.15,0.55,0.16,0.10,0.12,-0.06,0.21,0.22,0.34,N/A,0.20,-0.05,0.18,0.18,0.11,0.21,0.08,0.45,1,0.25,0.32,-0.03,0.56,0.12,0.12,0.02,0.00,0.09,0.34
0.40,0.31,-0.01,0.11,0.23,0.16,0.23,N/A,N/A,-0.06,0.25,-0.06,0.11,0.35,0.01,0.40,0.12,0.05,N/A,0.28,0.19,0.14,0.11,0.10,0.13,0.07,0.17,0.25,1,-0.09,-0.04,0.24,0.20,0.08,-0.09,-0.09,0.34,0.13
0.18,0.07,0.25,0.12,0.11,0.14,0.28,N/A,N/A,0.11,0.13,0.12,-0.00,0.14,-0.05,0.13,0.09,0.43,N/A,0.16,-0.08,0.21,0.06,0.07,0.17,0.36,0.22,0.32,-0.09,1,0.00,0.24,0.07,0.02,0.00,0.13,0.02,0.34
-0.05,0.06,0.33,0.06,0.04,0.09,-0.01,N/A,N/A,-0.07,0.05,0.09,-0.15,0.08,0.27,0.09,0.07,0.12,N/A,0.08,0.11,0.05,0.15,-0.05,0.21,0.18,0.12,-0.03,-0.04,0.00,1,0.08,0.03,0.10,0.01,0.07,0.01,0.24
0.59,0.19,0.30,0.29,0.26,0.24,0.44,N/A,N/A,0.10,0.49,0.12,0.05,0.09,0.03,0.22,0.11,0.25,N/A,0.16,0.02,0.15,0.29,0.21,0.17,0.14,0.43,0.56,0.24,0.24,0.08,1,0.03,0.06,-0.07,0.13,0.04,0.35
0.13,0.54,0.06,0.23,0.28,0.34,0.09,N/A,N/A,0.04,0.09,0.13,0.05,0.62,0.01,0.13,0.06,0.26,N/A,0.67,0.26,0.42,0.16,0.11,0.22,0.04,0.08,0.12,0.20,0.07,0.03,0.03,1,-0.07,-0.05,0.06,0.01,0.41
0.10,-0.10,0.13,0.05,0.04,0.11,0.01,N/A,N/A,0.09,0.06,0.17,0.19,-0.01,-0.03,0.12,0.03,0.01,N/A,-0.12,0.09,0.11,0.20,0.02,0.02,0.08,0.02,0.12,0.08,0.02,0.10,0.06,-0.07,1,0.23,-0.03,-0.01,0.21
0.04,0.05,0.07,0.11,-0.09,0.06,-0.02,N/A,N/A,0.16,-0.04,0.07,-0.13,0.04,-0.07,0.01,0.01,0.07,N/A,0.07,-0.02,0.02,0.07,-0.19,0.20,0.05,0.05,0.02,-0.09,0.00,0.01,-0.07,-0.05,0.23,1,0.15,-0.01,0.04
-0.00,0.07,0.10,0.10,0.15,0.13,0.26,N/A,N/A,0.06,0.10,0.12,-0.10,0.04,-0.00,0.12,0.14,0.21,N/A,0.23,0.04,0.09,0.13,0.14,0.26,0.23,0.02,0.00,-0.09,0.13,0.07,0.13,0.06,-0.03,0.15,1,0.04,0.31
0.04,0.01,0.10,0.02,0.14,0.03,0.05,N/A,N/A,0.04,0.03,0.06,0.01,0.12,-0.02,0.84,0.19,0.07,N/A,0.05,0.27,0.07,0.08,0.16,0.37,0.07,0.06,0.09,0.34,0.02,0.01,0.04,0.01,-0.01,-0.01,0.04,1,0.14
0.26,0.12,0.46,0.28,0.39,0.44,0.31,N/A,N/A,0.12,0.34,0.23,0.12,0.37,0.15,0.43,0.27,0.59,N/A,0.33,0.26,0.61,0.32,0.28,0.61,0.23,0.22,0.34,0.13,0.34,0.24,0.35,0.41,0.21,0.04,0.31,0.14,1
