1,0.26,-0.03,0.08,0.62,0.43,0.11,0.17,0.76,0.09,0.14,0.21,0.09,0.44,0.19,0.09,0.28,N/A,0.13,0.26,0.08,0.25,0.09,0.38,0.19,0.01,0.16,0.39,0.27,0.10,0.36,0.06,0.03,0.10,0.46,0.29,0.10,0.01,0.12,0.33,0.18,0.14,0.08
0.26,1,0.02,0.07,0.29,0.36,0.24,0.18,0.39,0.22,0.06,0.02,0.15,0.08,0.03,0.24,0.15,N/A,0.02,0.10,0.01,0.06,0.25,0.09,0.12,0.01,0.33,0.07,0.04,-0.03,0.36,0.14,-0.05,0.31,0.28,0.29,0.02,0.09,0.13,0.31,-0.01,0.18,0.23
-0.03,0.02,1,-0.08,0.26,0.29,0.34,0.21,0.02,0.24,-0.17,0.14,0.29,0.17,0.15,0.16,0.19,N/A,0.15,0.08,-0.02,0.30,0.20,0.12,0.04,0.11,0.11,-0.13,0.26,0.03,0.36,0.29,0.07,0.12,0.36,0.29,0.36,0.28,0.08,0.41,0.14,0.08,0.17
0.08,0.07,-0.08,1,0.13,0.05,0.12,0.29,0.11,0.08,-0.04,0.15,0.07,0.02,0.12,-0.10,-0.02,N/A,0.02,0.07,0.04,0.12,0.04,0.05,0.06,0.08,0.00,0.13,-0.04,0.16,0.13,0.11,0.03,0.09,0.13,0.04,-0.08,-0.02,0.16,0.13,0.07,0.41,0.09
0.62,0.29,0.26,0.13,1,0.55,0.42,0.42,0.60,0.19,0.22,0.42,0.36,0.36,0.38,0.26,0.33,N/A,0.25,0.26,0.14,0.42,0.26,0.53,0.19,0.24,0.41,0.25,0.29,0.18,0.54,0.28,0.07,0.22,0.76,0.54,0.17,0.27,0.28,0.81,0.34,0.21,0.24
0.43,0.36,0.29,0.05,0.55,1,0.31,0.31,0.42,0.23,0.03,0.18,0.38,0.16,0.19,0.38,0.34,N/A,-0.07,0.25,-0.00,0.30,0.24,0.27,0.24,0.15,0.28,0.04,0.05,0.18,0.48,0.13,0.31,0.28,0.57,0.36,0.16,0.32,0.10,0.57,0.20,0.20,0.32
0.11,0.24,0.34,0.12,0.42,0.31,1,0.28,0.14,0.20,-0.06,0.19,0.37,0.09,0.29,0.37,0.23,N/A,0.20,0.18,0.08,0.22,0.29,0.20,0.05,0.11,0.31,0.09,0.13,0.08,0.44,0.34,0.19,0.13,0.52,0.43,0.03,0.38,0.14,0.60,0.19,0.21,0.30
0.17,0.18,0.21,0.29,0.42,0.31,0.28,1,0.22,0.24,0.05,0.30,0.28,0.02,0.41,0.24,0.26,N/A,0.26,0.15,0.10,0.13,0.16,0.23,0.10,0.08,0.25,0.09,0.06,0.34,0.46,0.41,0.20,0.16,0.52,0.37,0.36,0.19,0.21,0.45,0.31,0.40,0.18
0.76,0.39,0.02,0.11,0.60,0.42,0.14,0.22,1,0.10,0.06,0.16,0.10,0.27,0.16,0.03,0.26,N/A,0.09,0.18,0.17,0.21,0.13,0.28,0.13,0.04,0.21,0.26,0.07,0.07,0.38,0.11,0.03,0.12,0.44,0.37,0.07,0.05,0.10,0.42,0.13,0.13,0.16
0.09,0.22,0.24,0.08,0.19,0.23,0.20,0.24,0.10,1,-0.02,0.12,0.13,0.03,0.07,0.14,0.31,N/A,-0.01,-0.00,0.04,0.13,0.17,0.09,0.05,0.10,0.24,-0.03,0.02,-0.07,0.50,0.01,-0.04,0.11,0.29,0.10,0.10,0.18,0.08,0.29,0.02,0.32,0.28
0.14,0.06,-0.17,-0.04,0.22,0.03,-0.06,0.05,0.06,-0.02,1,0.01,0.20,-0.07,0.07,0.03,0.23,N/A,-0.04,0.11,0.01,0.06,-0.10,0.19,0.07,0.04,0.07,0.06,0.03,0.03,0.12,0.00,-0.07,-0.00,0.14,0.22,-0.03,-0.02,0.14,0.13,-0.08,-0.00,0.05
0.21,0.02,0.14,0.15,0.42,0.18,0.19,0.30,0.16,0.12,0.01,1,0.31,0.07,0.55,0.07,0.07,N/A,0.08,0.11,0.01,0.27,0.16,0.47,0.05,0.21,0.14,0.25,0.13,0.25,0.15,0.17,0.01,0.09,0.38,0.23,0.18,0.18,0.13,0.30,0.22,0.13,0.14
0.09,0.15,0.29,0.07,0.36,0.38,0.37,0.28,0.10,0.13,0.20,0.31,1,0.01,0.26,0.45,0.27,N/A,0.05,0.10,0.02,0.46,0.31,0.44,0.14,0.14,0.24,0.04,0.11,0.02,0.36,0.28,0.15,0.12,0.39,0.43,0.14,0.43,0.08,0.51,-0.03,0.24,0.17
0.44,0.08,0.17,0.02,0.36,0.16,0.09,0.02,0.27,0.03,-0.07,0.07,0.01,1,0.02,-0.02,0.11,N/A,0.45,0.08,-0.05,0.09,0.02,0.15,0.06,0.02,0.14,0.09,0.86,-0.03,0.12,0.00,0.05,0.13,0.20,0.11,-0.03,-0.04,-0.03,0.17,0.06,0.04,0.01
0.19,0.03,0.15,0.12,0.38,0.19,0.29,0.41,0.16,0.07,0.07,0.55,0.26,0.02,1,0.15,0.19,N/A,0.14,0.03,0.11,0.13,0.13,0.50,0.01,0.31,0.10,0.11,0.14,0.41,0.20,0.26,0.16,0.09,0.37,0.19,0.15,0.21,0.29,0.36,0.58,0.08,-0.01
0.09,0.24,0.16,-0.10,0.26,0.38,0.37,0.24,0.03,0.14,0.03,0.07,0.45,-0.02,0.15,1,0.24,N/A,0.15,0.17,0.23,0.17,0.31,0.17,0.17,0.07,0.35,-0.02,0.05,0.05,0.27,0.34,0.08,0.13,0.35,0.28,0.19,0.53,0.13,0.45,0.13,0.06,0.07
0.28,0.15,0.19,-0.02,0.33,0.34,0.23,0.26,0.26,0.31,0.23,0.07,0.27,0.11,0.19,0.24,1,N/A,0.06,0.15,0.01,0.11,0.11,0.10,0.35,0.17,0.45,-0.04,0.06,0.11,0.50,0.06,-0.01,0.15,0.33,0.36,0.09,0.16,0.18,0.38,0.16,0.13,0.14
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.13,0.02,0.15,0.02,0.25,-0.07,0.20,0.26,0.09,-0.01,-0.04,0.08,0.05,0.45,0.14,0.15,0.06,N/A,1,0.14,0.12,0.10,0.17,0.14,-0.07,-0.02,0.12,0.19,0.48,0.05,0.24,0.29,-0.05,0.11,0.31,0.10,0.13,0.09,0.18,0.26,0.06,0.22,0.00
0.26,0.10,0.08,0.07,0.26,0.25,0.18,0.15,0.18,-0.00,0.11,0.11,0.10,0.08,0.03,0.17,0.15,N/A,0.14,1,0.26,0.08,0.11,0.07,0.03,-0.02,-0.03,0.25,0.07,0.11,0.17,0.18,0.02,0.06,0.29,0.18,0.20,-0.03,0.02,0.25,0.07,0.13,-0.05
0.08,0.01,-0.02,0.04,0.14,-0.00,0.08,0.10,0.17,0.04,0.01,0.01,0.02,-0.05,0.11,0.23,0.01,N/A,0.12,0.26,1,0.11,0.25,0.12,0.04,0.11,-0.02,0.18,-0.01,0.10,0.07,0.16,-0.03,0.03,0.12,0.16,0.13,0.11,0.25,0.21,0.12,-0.02,-0.04
0.25,0.06,0.30,0.12,0.42,0.30,0.22,0.13,0.21,0.13,0.06,0.27,0.46,0.09,0.13,0.17,0.11,N/A,0.10,0.08,0.11,1,0.28,0.31,0.11,0.03,0.01,0.07,0.15,0.02,0.25,0.17,0.15,0.20,0.48,0.27,0.10,0.31,0.05,0.42,0.02,0.10,0.14
0.09,0.25,0.20,0.04,0.26,0.24,0.29,0.16,0.13,0.17,-0.10,0.16,0.31,0.02,0.13,0.31,0.11,N/A,0.17,0.11,0.25,0.28,1,0.13,0.07,0.06,0.20,0.01,0.07,0.06,0.24,0.34,0.07,0.55,0.29,0.30,0.19,0.21,0.17,0.42,0.13,0.05,0.13
0.38,0.09,0.12,0.05,0.53,0.27,0.20,0.23,0.28,0.09,0.19,0.47,0.44,0.15,0.50,0.17,0.10,N/A,0.14,0.07,0.12,0.31,0.13,1,0.06,0.12,0.23,0.30,0.21,0.09,0.25,0.10,0.01,0.13,0.37,0.29,0.02,0.26,0.15,0.41,0.23,0.12,0.02
0.19,0.12,0.04,0.06,0.19,0.24,0.05,0.10,0.13,0.05,0.07,0.05,0.14,0.06,0.01,0.17,0.35,N/A,-0.07,0.03,0.04,0.11,0.07,0.06,1,-0.00,0.15,-0.05,0.03,-0.01,0.11,0.01,-0.06,0.02,0.14,0.16,-0.00,0.12,-0.03,0.17,-0.02,0.05,0.11
0.01,0.01,0.11,0.08,0.24,0.15,0.11,0.08,0.04,0.10,0.04,0.21,0.14,0.02,0.31,0.07,0.17,N/A,-0.02,-0.02,0.11,0.03,0.06,0.12,-0.00,1,0.06,0.05,0.06,0.41,0.12,0.03,0.12,-0.01,0.15,0.05,-0.08,0.16,0.09,0.16,0.23,0.04,-0.09
0.16,0.33,0.11,0.00,0.41,0.28,0.31,0.25,0.21,0.24,0.07,0.14,0.24,0.14,0.10,0.35,0.45,N/A,0.12,-0.03,-0.02,0.01,0.20,0.23,0.15,0.06,1,0.12,0.07,0.03,0.40,0.13,0.08,0.29,0.35,0.39,-0.06,0.29,0.25,0.44,0.19,0.23,0.15
0.39,0.07,-0.13,0.13,0.25,0.04,0.09,0.09,0.26,-0.03,0.06,0.25,0.04,0.09,0.11,-0.02,-0.04,N/A,0.19,0.25,0.18,0.07,0.01,0.30,-0.05,0.05,0.12,1,0.07,0.11,0.15,0.16,-0.08,0.03,0.22,0.05,-0.04,0.06,0.16,0.14,0.27,0.10,-0.06
0.27,0.04,0.26,-0.04,0.29,0.05,0.13,0.06,0.07,0.02,0.03,0.13,0.11,0.86,0.14,0.05,0.06,N/A,0.48,0.07,-0.01,0.15,0.07,0.21,0.03,0.06,0.07,0.07,1,-0.02,0.08,0.09,0.09,0.14,0.19,0.08,0.02,-0.01,0.01,0.14,0.07,-0.01,-0.05
0.10,-0.03,0.03,0.16,0.18,0.18,0.08,0.34,0.07,-0.07,0.03,0.25,0.02,-0.03,0.41,0.05,0.11,N/A,0.05,0.11,0.10,0.02,0.06,0.09,-0.01,0.41,0.03,0.11,-0.02,1,0.10,0.18,0.16,0.03,0.24,0.08,0.01,0.05,0.27,0.19,0.39,-0.02,-0.06
0.36,0.36,0.36,0.13,0.54,0.48,0.44,0.46,0.38,0.50,0.12,0.15,0.36,0.12,0.20,0.27,0.50,N/A,0.24,0.17,0.07,0.25,0.24,0.25,0.11,0.12,0.40,0.15,0.08,0.10,1,0.22,0.04,0.24,0.73,0.41,0.29,0.30,0.28,0.65,0.14,0.43,0.27
0.06,0.14,0.29,0.11,0.28,0.13,0.34,0.41,0.11,0.01,0.00,0.17,0.28,0.00,0.26,0.34,0.06,N/A,0.29,0.18,0.16,0.17,0.34,0.10,0.01,0.03,0.13,0.16,0.09,0.18,0.22,1,0.11,0.15,0.38,0.26,0.35,0.17,0.17,0.48,0.20,0.04,0.05
0.03,-0.05,0.07,0.03,0.07,0.31,0.19,0.20,0.03,-0.04,-0.07,0.01,0.15,0.05,0.16,0.08,-0.01,N/A,-0.05,0.02,-0.03,0.15,0.07,0.01,-0.06,0.12,0.08,-0.08,0.09,0.16,0.04,0.11,1,0.10,0.13,-0.01,-0.05,0.08,-0.12,0.15,0.07,0.15,-0.00
0.10,0.31,0.12,0.09,0.22,0.28,0.13,0.16,0.12,0.11,-0.00,0.09,0.12,0.13,0.09,0.13,0.15,N/A,0.11,0.06,0.03,0.20,0.55,0.13,0.02,-0.01,0.29,0.03,0.14,0.03,0.24,0.15,0.10,1,0.25,0.12,0.06,0.27,0.15,0.25,0.04,0.12,0.05
0.46,0.28,0.36,0.13,0.76,0.57,0.52,0.52,0.44,0.29,0.14,0.38,0.39,0.20,0.37,0.35,0.33,N/A,0.31,0.29,0.12,0.48,0.29,0.37,0.14,0.15,0.35,0.22,0.19,0.24,0.73,0.38,0.13,0.25,1,0.52,0.31,0.36,0.22,0.83,0.28,0.34,0.24
0.29,0.29,0.29,0.04,0.54,0.36,0.43,0.37,0.37,0.10,0.22,0.23,0.43,0.11,0.19,0.28,0.36,N/A,0.10,0.18,0.16,0.27,0.30,0.29,0.16,0.05,0.39,0.05,0.08,0.08,0.41,0.26,-0.01,0.12,0.52,1,0.13,0.24,0.25,0.59,0.08,0.20,0.28
0.10,0.02,0.36,-0.08,0.17,0.16,0.03,0.36,0.07,0.10,-0.03,0.18,0.14,-0.03,0.15,0.19,0.09,N/A,0.13,0.20,0.13,0.10,0.19,0.02,-0.00,-0.08,-0.06,-0.04,0.02,0.01,0.29,0.35,-0.05,0.06,0.31,0.13,1,0.14,0.08,0.24,0.15,0.16,0.08
0.01,0.09,0.28,-0.02,0.27,0.32,0.38,0.19,0.05,0.18,-0.02,0.18,0.43,-0.04,0.21,0.53,0.16,N/A,0.09,-0.03,0.11,0.31,0.21,0.26,0.12,0.16,0.29,0.06,-0.01,0.05,0.30,0.17,0.08,0.27,0.36,0.24,0.14,1,0.17,0.44,0.14,0.10,0.00
0.12,0.13,0.08,0.16,0.28,0.10,0.14,0.21,0.10,0.08,0.14,0.13,0.08,-0.03,0.29,0.13,0.18,N/A,0.18,0.02,0.25,0.05,0.17,0.15,-0.03,0.09,0.25,0.16,0.01,0.27,0.28,0.17,-0.12,0.15,0.22,0.25,0.08,0.17,1,0.30,0.27,0.22,-0.01
0.33,0.31,0.41,0.13,0.81,0.57,0.60,0.45,0.42,0.29,0.13,0.30,0.51,0.17,0.36,0.45,0.38,N/A,0.26,0.25,0.21,0.42,0.42,0.41,0.17,0.16,0.44,0.14,0.14,0.19,0.65,0.48,0.15,0.25,0.83,0.59,0.24,0.44,0.30,1,0.28,0.30,0.34
